package,in_degree,betweenness,eigenvector,kcore,predicted_risk
awslogs,1,0.0,0.006977168392098744,1,0.0069133106821048125
pymdown-extensions,1,0.0,0.006954239314751942,1,0.0069029925972987505
rapidocr-onnxruntime,1,0.0,0.006954239314751942,1,0.0069029925972987505
pytest-docker,1,0.0,0.006954239314751942,1,0.0069029925972987505
docx2txt,1,0.0,0.006954239314751942,1,0.0069029925972987505
peewee-migrate,1,0.0,0.006954239314751942,1,0.0069029925972987505
colbert-ai,1,0.0,0.006954239314751942,1,0.0069029925972987505
gcp-storage-emulator,1,0.0,0.006954239314751942,1,0.0069029925972987505
faster-whisper,1,0.0,0.006954239314751942,1,0.0069029925972987505
starlette-compress,1,0.0,0.006954239314751942,1,0.0069029925972987505
psycopg2-binary,1,0.0,0.006954239314751942,1,0.0069029925972987505
pycrdt,1,0.0,0.006954239314751942,1,0.0069029925972987505
azure-ai-documentintelligence,1,0.0,0.006954239314751942,1,0.0069029925972987505
fpdf2,1,0.0,0.006954239314751942,1,0.0069029925972987505
peewee,1,0.0,0.006954239314751942,1,0.0069029925972987505
youtube-transcript-api,1,0.0,0.006954239314751942,1,0.0069029925972987505
validators,1,0.0,0.006954239314751942,1,0.0069029925972987505
aiocache,1,0.0,0.006954239314751942,1,0.0069029925972987505
pytube,1,0.0,0.006954239314751942,1,0.0069029925972987505
pyxlsb,1,0.0,0.006954239314751942,1,0.0069029925972987505
starsessions,1,0.0,0.006954239314751942,1,0.0069029925972987505
apache-airflow-providers-mongo,1,0.0024537525655841967,0.004999961657766405,3,0.006882381049609729
check-jsonschema,0,0.0015684888158009492,0.014026008735341692,4,0.006860675016434094
spotipy,0,0.0029808503316684767,0.012585943265190962,5,0.006706972085419899
jupyter-lsp,1,0.0013027272243798327,0.005456108652833431,2,0.006684788327968363
arro3-core,1,0.0,0.005863360988563164,1,0.006412097350513801
nanoarrow,1,0.0,0.005863360988563164,1,0.006412097350513801
trove-classifiers,1,0.0,0.005863360988563164,1,0.006412097350513801
pyroma,1,0.0,0.005863360988563164,1,0.006412097350513801
check-manifest,1,0.0,0.005863360988563164,1,0.006412097350513801
olefile,1,0.0,0.005863360988563164,1,0.006412097350513801
arro3-compute,1,0.0,0.005863360988563164,1,0.006412097350513801
flask-cors,1,2.0076806555844342e-05,0.005507710801520252,3,0.006259081648639036
runai-model-streamer-s3,1,0.0,0.005485741645779406,1,0.00624216864626111
fastsafetensors,1,0.0,0.005485741645779406,1,0.00624216864626111
flashinfer-python,1,0.0,0.005485741645779406,1,0.00624216864626111
outlines_core,1,0.0,0.005485741645779406,1,0.00624216864626111
blake3,1,0.0,0.005485741645779406,1,0.00624216864626111
prometheus-fastapi-instrumentator,1,0.0,0.005485741645779406,1,0.00624216864626111
cbor2,1,0.0,0.005485741645779406,1,0.00624216864626111
mistral_common,1,0.0,0.005485741645779406,1,0.00624216864626111
runai-model-streamer-gcs,1,0.0,0.005485741645779406,1,0.00624216864626111
depyf,1,0.0,0.005485741645779406,1,0.00624216864626111
tensorizer,1,0.0,0.005485741645779406,1,0.00624216864626111
python-json-logger,1,0.0,0.005485741645779406,1,0.00624216864626111
runai-model-streamer,1,0.0,0.005485741645779406,1,0.00624216864626111
partial-json-parser,1,0.0,0.005485741645779406,1,0.00624216864626111
xformers,1,0.0,0.005485741645779406,1,0.00624216864626111
petit-kernel,1,0.0,0.005485741645779406,1,0.00624216864626111
lm-format-enforcer,1,0.0,0.005485741645779406,1,0.00624216864626111
openexr,0,5.1087034426805845e-06,0.013710883849838143,2,0.006171685778632103
checkpoint-engine,1,0.0,0.0051976423000875144,1,0.006112523940699759
outlines,1,0.0,0.0051976423000875144,1,0.006112523940699759
torchcodec,1,0.0,0.0051976423000875144,1,0.006112523940699759
imageio-ffmpeg,1,0.0,0.0051976423000875144,1,0.006112523940699759
nvidia-cutlass-dsl,1,0.0,0.0051976423000875144,1,0.006112523940699759
partial_json_parser,1,0.0,0.0051976423000875144,1,0.006112523940699759
cuda-python,1,0.0,0.0051976423000875144,1,0.006112523940699759
interegular,1,0.0,0.0051976423000875144,1,0.006112523940699759
modelscope,1,0.0,0.0051976423000875144,1,0.006112523940699759
torchao,1,0.0,0.0051976423000875144,1,0.006112523940699759
moviepy,1,0.0,0.0051976423000875144,1,0.006112523940699759
decord2,1,0.0,0.0051976423000875144,1,0.006112523940699759
nvidia-ml-py,1,0.0,0.0051976423000875144,1,0.006112523940699759
yunchang,1,0.0,0.0051976423000875144,1,0.006112523940699759
vsa,1,0.0,0.0051976423000875144,1,0.006112523940699759
flashinfer_cubin,1,0.0,0.0051976423000875144,1,0.006112523940699759
remote-pdb,1,0.0,0.0051976423000875144,1,0.006112523940699759
flashinfer_python,1,0.0,0.0051976423000875144,1,0.006112523940699759
sgl-kernel,1,0.0,0.0051976423000875144,1,0.006112523940699759
torch_memory_saver,1,0.0,0.0051976423000875144,1,0.006112523940699759
st_attn,1,0.0,0.0051976423000875144,1,0.006112523940699759
cryptography-vectors,1,0.0,0.005169408071868673,1,0.006099818538001281
pretend,1,0.0,0.005169408071868673,1,0.006099818538001281
pyenchant,1,0.0,0.005169408071868673,1,0.006099818538001281
check-sdist,1,0.0,0.005169408071868673,1,0.006099818538001281
readme-renderer,1,0.0,0.005169408071868673,1,0.006099818538001281
litdata,1,0.0,0.005155500735616865,1,0.006093560236687967
social-auth-app-django,0,0.004009074414330648,0.010411735624800977,5,0.006088457076176167
opencensus,1,0.0,0.004923264564760791,1,0.005989053959802733
opentelemetry-exporter-prometheus,1,0.0,0.004923264564760791,1,0.005989053959802733
smart_open,1,0.0,0.004923264564760791,1,0.005989053959802733
gymnasium,1,0.0,0.004923264564760791,1,0.005989053959802733
jsonref,1,0.0,0.004923264564760791,1,0.005989053959802733
dm_tree,1,0.0,0.004923264564760791,1,0.005989053959802733
cupy-cuda12x,1,0.0,0.004923264564760791,1,0.005989053959802733
colorful,1,0.0,0.004923264564760791,1,0.005989053959802733
ray-cpp,1,0.0,0.004923264564760791,1,0.005989053959802733
nixl,1,0.0,0.004923264564760791,1,0.005989053959802733
memray,1,0.0,0.004923264564760791,1,0.005989053959802733
morefs,1,0.0,0.004812571814435473,1,0.00593924222215634
buildkite-test-collector,1,0.0,0.004812571814435473,1,0.00593924222215634
types-paramiko,1,0.0,0.004812571814435473,1,0.00593924222215634
types-backports,1,0.0,0.004812571814435473,1,0.00593924222215634
types-six,1,0.0,0.004812571814435473,1,0.00593924222215634
universal_pathlib,1,0.0,0.004812571814435473,1,0.00593924222215634
types-simplejson,1,0.0,0.004812571814435473,1,0.00593924222215634
types-tzlocal,1,0.0,0.004812571814435473,1,0.00593924222215634
toposort,1,0.0,0.004812571814435473,1,0.00593924222215634
antlr4-python3-runtime,1,0.0,0.004812571814435473,1,0.00593924222215634
dagster-shared,1,0.0,0.004812571814435473,1,0.00593924222215634
types-mock,1,0.0,0.004812571814435473,1,0.00593924222215634
types-certifi,1,0.0,0.004812571814435473,1,0.00593924222215634
types-cryptography,1,0.0,0.004812571814435473,1,0.00593924222215634
dagster-pipes,1,0.0,0.004812571814435473,1,0.00593924222215634
types-chardet,1,0.0,0.004812571814435473,1,0.00593924222215634
syrupy,1,0.0,0.004812571814435473,1,0.00593924222215634
sphinx-design,1,0.0,0.004784406624098036,1,0.005926567886504494
sphinx-gallery,1,0.0,0.004784406624098036,1,0.005926567886504494
sphinx-remove-toctrees,1,0.0,0.004784406624098036,1,0.005926567886504494
pyamg,1,0.0,0.004784406624098036,1,0.005926567886504494
conda-lock,1,0.0,0.004784406624098036,1,0.005926567886504494
sphinxcontrib-sass,1,0.0,0.004784406624098036,1,0.005926567886504494
slack-sdk,1,0.0,0.00463934658410918,1,0.005861290868509509
ini2toml,1,0.0,0.004615921080776021,1,0.005850749392009587
jaraco.envs,1,0.0,0.004615921080776021,1,0.005850749392009587
pytest-perf,1,0.0,0.004615921080776021,1,0.005850749392009587
sphinx-notfound-page,1,0.0,0.004615921080776021,1,0.005850749392009587
jaraco.text,1,0.0,0.004615921080776021,1,0.005850749392009587
jaraco.path,1,0.0,0.004615921080776021,1,0.005850749392009587
pytest-subprocess,1,0.0,0.004615921080776021,1,0.005850749392009587
pyproject-hooks,1,0.0,0.004615921080776021,1,0.005850749392009587
sphinx-reredirects,1,0.0,0.004615921080776021,1,0.005850749392009587
pygments-github-lexers,1,0.0,0.004615921080776021,1,0.005850749392009587
sphinx-favicon,1,0.0,0.004615921080776021,1,0.005850749392009587
pytest-home,1,0.0,0.004615921080776021,1,0.005850749392009587
jaraco.develop,1,0.0,0.004615921080776021,1,0.005850749392009587
jupyterlab-language-pack-zh-cn,1,0.0,0.0045549884935553505,1,0.005823329727760285
vega-datasets,1,0.0,0.0045549884935553505,1,0.005823329727760285
jupyterlab-geojson,1,0.0,0.0045549884935553505,1,0.005823329727760285
requests-cache,1,0.0,0.0045549884935553505,1,0.005823329727760285
async-lru,1,0.0,0.0045549884935553505,1,0.005823329727760285
jinja2-time,1,0.0,0.0045549884935553505,1,0.005823329727760285
pyyaml-include,1,0.0,0.0045549884935553505,1,0.005823329727760285
pytest-check-links,1,0.0,0.0045549884935553505,1,0.005823329727760285
jsx-lexer,1,0.0,0.0045549884935553505,1,0.005823329727760285
sphinxcontrib-htmlhelp,1,0.0,0.004515070835770066,1,0.005805366781756907
markdown-it-py,1,0.0,0.004515070835770066,1,0.005805366781756907
red-commons,1,0.0,0.004515070835770066,1,0.005805366781756907
apsw,1,0.0,0.004515070835770066,1,0.005805366781756907
sphinxcontrib-devhelp,1,0.0,0.004515070835770066,1,0.005805366781756907
discord-py,1,0.0,0.004515070835770066,1,0.005805366781756907
astroid,1,0.0,0.004515070835770066,1,0.005805366781756907
sphinxcontrib-applehelp,1,0.0,0.004515070835770066,1,0.005805366781756907
red-lavalink,1,0.0,0.004515070835770066,1,0.005805366781756907
mdurl,1,0.0,0.004515070835770066,1,0.005805366781756907
iniconfig,1,0.0,0.004515070835770066,1,0.005805366781756907
sphinxcontrib-jquery,1,0.0,0.004515070835770066,1,0.005805366781756907
imagesize,1,0.0,0.004515070835770066,1,0.005805366781756907
sphinxcontrib-qthelp,1,0.0,0.004515070835770066,1,0.005805366781756907
mccabe,1,0.0,0.004515070835770066,1,0.005805366781756907
sphinxcontrib-jsmath,1,0.0,0.004515070835770066,1,0.005805366781756907
alabaster,1,0.0,0.004515070835770066,1,0.005805366781756907
sphinxcontrib-trio,1,0.0,0.004515070835770066,1,0.005805366781756907
sphinxcontrib-serializinghtml,1,0.0,0.004515070835770066,1,0.005805366781756907
aiohttp-json-rpc,1,0.0,0.004515070835770066,1,0.005805366781756907
asn1crypto,1,0.0,0.0043043940130807635,1,0.005710562211546721
pytzdata,1,0.0,0.0043043940130807635,1,0.005710562211546721
pexpect,1,0.0,0.0043043940130807635,1,0.005710562211546721
keyring,1,0.0,0.0043043940130807635,1,0.005710562211546721
patchright,1,0.0,0.004297031287855143,1,0.005707248985195192
tf-playwright-stealth,1,0.0,0.004297031287855143,1,0.005707248985195192
pypdf2,1,0.0,0.004297031287855143,1,0.005707248985195192
xxhash,1,0.0,0.004297031287855143,1,0.005707248985195192
alphashape,1,0.0,0.004297031287855143,1,0.005707248985195192
fastuuid,1,0.0,0.004281428904343643,1,0.005700227912615017
litellm-enterprise,1,0.0,0.004281428904343643,1,0.005700227912615017
semantic-router,1,0.0,0.004281428904343643,1,0.005700227912615017
prisma,1,0.0,0.004281428904343643,1,0.005700227912615017
litellm-proxy-extras,1,0.0,0.004281428904343643,1,0.005700227912615017
fastapi-sso,1,0.0,0.004281428904343643,1,0.005700227912615017
resend,1,0.0,0.004281428904343643,1,0.005700227912615017
google-cloud-iam,1,0.0,0.004281428904343643,1,0.005700227912615017
google-cloud-kms,1,0.0,0.004281428904343643,1,0.005700227912615017
azure-keyvault-secrets,1,0.0,0.004281428904343643,1,0.005700227912615017
autodoc_pydantic,1,0.0,0.004055555911346278,1,0.005598585065766203
google,1,0.0,0.004055555911346278,1,0.005598585065766203
clang-format,1,0.0,0.004055555911346278,1,0.005598585065766203
mpi4py,1,0.0,0.004055555911346278,1,0.005598585065766203
future,1,0.0,0.004055555911346278,1,0.005598585065766203
neural-compressor,1,0.0,0.004055555911346278,1,0.005598585065766203
mup,1,0.0,0.004055555911346278,1,0.005598585065766203
recommonmark,1,0.0,0.004055555911346278,1,0.005598585065766203
wandb,1,0.0,0.004055555911346278,1,0.005598585065766203
comet_ml,1,0.0,0.004055555911346278,1,0.005598585065766203
qtorch,1,0.0,0.004055555911346278,1,0.005598585065766203
deepspeed-kernels,1,0.0,0.004055555911346278,1,0.005598585065766203
lm-eval,1,0.0,0.004055555911346278,1,0.005598585065766203
hjson,1,0.0,0.004055555911346278,1,0.005598585065766203
ecdsa,1,0.0025880730290042462,0.001995634942850611,2,0.005577446190094639
llama-index-cli,1,0.0008536318127753575,0.003262953029678179,2,0.005540684903486933
flask-compress,1,0.0,0.003863192400461817,1,0.005512021485868195
fire,1,0.0,0.003863192400461817,1,0.005512021485868195
percy,1,0.0,0.003863192400461817,1,0.005512021485868195
retrying,1,0.0,0.003863192400461817,1,0.005512021485868195
mimesis,1,0.0,0.003863192400461817,1,0.005512021485868195
multiprocess,1,0.0,0.003863192400461817,1,0.005512021485868195
kombu,1,0.0,0.003863192400461817,1,0.005512021485868195
dash_testing_stub,1,0.0,0.003863192400461817,1,0.005512021485868195
plotly-cloud,1,0.0,0.003863192400461817,1,0.005512021485868195
dash-ag-grid,1,0.0,0.003863192400461817,1,0.005512021485868195
nvidia-nvshmem-cu12,1,0.0,0.0038060430560832308,1,0.005486304280897831
nvidia-nvtx-cu12,1,0.0,0.0038060430560832308,1,0.005486304280897831
nvidia-cusparse-cu12,1,0.0,0.0038060430560832308,1,0.005486304280897831
nvidia-cudnn-cu12,1,0.0,0.0038060430560832308,1,0.005486304280897831
nvidia-cuda-runtime-cu12,1,0.0,0.0038060430560832308,1,0.005486304280897831
nvidia-curand-cu12,1,0.0,0.0038060430560832308,1,0.005486304280897831
nvidia-nvjitlink-cu12,1,0.0,0.0038060430560832308,1,0.005486304280897831
nvidia-cuda-nvrtc-cu12,1,0.0,0.0038060430560832308,1,0.005486304280897831
nvidia-cusolver-cu12,1,0.0,0.0038060430560832308,1,0.005486304280897831
nvidia-nccl-cu12,1,0.0,0.0038060430560832308,1,0.005486304280897831
nvidia-cufile-cu12,1,0.0,0.0038060430560832308,1,0.005486304280897831
nvidia-cublas-cu12,1,0.0,0.0038060430560832308,1,0.005486304280897831
nvidia-cusparselt-cu12,1,0.0,0.0038060430560832308,1,0.005486304280897831
nvidia-cufft-cu12,1,0.0,0.0038060430560832308,1,0.005486304280897831
nvidia-cuda-cupti-cu12,1,0.0,0.0038060430560832308,1,0.005486304280897831
asgi-lifespan,1,0.0,0.0037419914287630906,1,0.005457481048603769
pydocket,1,0.0,0.0037419914287630906,1,0.005457481048603769
opentelemetry-instrumentation-logging,1,0.0,0.0037419914287630906,1,0.005457481048603769
sniffio,1,0.0,0.0037419914287630906,1,0.005457481048603769
prefect-email,1,0.0,0.0037419914287630906,1,0.005457481048603769
prefect-dbt,1,0.0,0.0037419914287630906,1,0.005457481048603769
prefect-bitbucket,1,0.0,0.0037419914287630906,1,0.005457481048603769
prefect-gitlab,1,0.0,0.0037419914287630906,1,0.005457481048603769
prefect-kubernetes,1,0.0,0.0037419914287630906,1,0.005457481048603769
ruamel-yaml,1,0.0,0.0037419914287630906,1,0.005457481048603769
readchar,1,0.0,0.0037419914287630906,1,0.005457481048603769
prefect-azure,1,0.0,0.0037419914287630906,1,0.005457481048603769
apprise,1,0.0,0.0037419914287630906,1,0.005457481048603769
prefect-github,1,0.0,0.0037419914287630906,1,0.005457481048603769
prefect-docker,1,0.0,0.0037419914287630906,1,0.005457481048603769
opentelemetry-test-utils,1,0.0,0.0037419914287630906,1,0.005457481048603769
rfc3339-validator,1,0.0,0.0037419914287630906,1,0.005457481048603769
prefect-aws,1,0.0,0.0037419914287630906,1,0.005457481048603769
prefect-redis,1,0.0,0.0037419914287630906,1,0.005457481048603769
prefect-slack,1,0.0,0.0037419914287630906,1,0.005457481048603769
jinja2-humanize-extension,1,0.0,0.0037419914287630906,1,0.005457481048603769
whenever,1,0.0,0.0037419914287630906,1,0.005457481048603769
prefect-snowflake,1,0.0,0.0037419914287630906,1,0.005457481048603769
semver,1,0.0,0.0037419914287630906,1,0.005457481048603769
prefect-shell,1,0.0,0.0037419914287630906,1,0.005457481048603769
opentelemetry-instrumentation,1,0.0,0.0037419914287630906,1,0.005457481048603769
prefect-sqlalchemy,1,0.0,0.0037419914287630906,1,0.005457481048603769
prefect-gcp,1,0.0,0.0037419914287630906,1,0.005457481048603769
prefect-databricks,1,0.0,0.0037419914287630906,1,0.005457481048603769
coolname,1,0.0,0.0037419914287630906,1,0.005457481048603769
prefect-dask,1,0.0,0.0037419914287630906,1,0.005457481048603769
prefect-ray,1,0.0,0.0037419914287630906,1,0.005457481048603769
pdfminer.six,1,0.0,0.003739121875949695,1,0.00545618974983774
langdetect,1,0.0,0.003739121875949695,1,0.00545618974983774
unstructured-inference,1,0.0,0.003739121875949695,1,0.00545618974983774
google-cloud-vision,1,0.0,0.003739121875949695,1,0.00545618974983774
unstructured.paddleocr,1,0.0,0.003739121875949695,1,0.00545618974983774
effdet,1,0.0,0.003739121875949695,1,0.00545618974983774
python-oxmsg,1,0.0,0.003739121875949695,1,0.00545618974983774
unstructured-client,1,0.0,0.003739121875949695,1,0.00545618974983774
python-magic,1,0.0,0.003739121875949695,1,0.00545618974983774
python-iso639,1,0.0,0.003739121875949695,1,0.00545618974983774
unstructured.pytesseract,1,0.0,0.003739121875949695,1,0.00545618974983774
pi_heif,1,0.0,0.003739121875949695,1,0.00545618974983774
pdf2image,1,0.0,0.003739121875949695,1,0.00545618974983774
pikepdf,1,0.0,0.003739121875949695,1,0.00545618974983774
emoji,1,0.0,0.003739121875949695,1,0.00545618974983774
msoffcrypto-tool,1,0.0,0.003739121875949695,1,0.00545618974983774
visions,1,0.0,0.0037134691472411547,1,0.005444646021918897
multimethod,1,0.0,0.0037134691472411547,1,0.005444646021918897
codecov,1,0.0,0.0037134691472411547,1,0.005444646021918897
autodoc-pydantic,1,0.0,0.0037134691472411547,1,0.005444646021918897
wordcloud,1,0.0,0.0037134691472411547,1,0.005444646021918897
mkdocs-table-reader-plugin,1,0.0,0.0037134691472411547,1,0.005444646021918897
phik,1,0.0,0.0037134691472411547,1,0.005444646021918897
mike,1,0.0,0.0037134691472411547,1,0.005444646021918897
mkdocs-badges,1,0.0,0.0037134691472411547,1,0.005444646021918897
dacite,1,0.0,0.0037134691472411547,1,0.005444646021918897
tangled-up-in-unicode,1,0.0,0.0037134691472411547,1,0.005444646021918897
statsmodels,1,0.0,0.0037134691472411547,1,0.005444646021918897
sphinx-multiversion,1,0.0,0.0037134691472411547,1,0.005444646021918897
kaggle,1,0.0,0.0037134691472411547,1,0.005444646021918897
minify-html,1,0.0,0.0037134691472411547,1,0.005444646021918897
aiomysql,1,0.00024488211693361283,0.0035207790323050965,3,0.005443644211124435
asyncssh,0,0.003833314390334967,0.009092524714952314,4,0.00543329615834578
cfn-lint,1,0.0,0.0036320517794049875,1,0.0054080082063926215
aws-sam-translator,1,0.0,0.0036320517794049875,1,0.0054080082063926215
pytest-metadata,1,0.0,0.0036320517794049875,1,0.0054080082063926215
tzlocal,1,0.0,0.0036320517794049875,1,0.0054080082063926215
types-colorama,1,0.0,0.0036320517794049875,1,0.0054080082063926215
types-psutil,1,0.0,0.0036320517794049875,1,0.0054080082063926215
types-dateparser,1,0.0,0.0036320517794049875,1,0.0054080082063926215
types-pywin32,1,0.0,0.0036320517794049875,1,0.0054080082063926215
types-chevron,1,0.0,0.0036320517794049875,1,0.0054080082063926215
aws_lambda_builders,1,0.0,0.0036320517794049875,1,0.0054080082063926215
ruamel_yaml,1,0.0,0.0036320517794049875,1,0.0054080082063926215
boto3-stubs,1,0.0,0.0036320517794049875,1,0.0054080082063926215
types-jsonschema,1,0.0,0.0036320517794049875,1,0.0054080082063926215
pytest-json-report-wip,1,0.0,0.0036320517794049875,1,0.0054080082063926215
types-docutils,1,0.0,0.0036320517794049875,1,0.0054080082063926215
types-pygments,1,0.0,0.0036320517794049875,1,0.0054080082063926215
chevron,1,0.0,0.0036320517794049875,1,0.0054080082063926215
types-urllib3,1,0.0,0.0036320517794049875,1,0.0054080082063926215
imgcat,1,0.0,0.0036269079522419346,1,0.005405693484169248
oci,1,0.0,0.0036269079522419346,1,0.005405693484169248
bubus,1,0.0,0.0036269079522419346,1,0.005405693484169248
pyotp,1,0.0,0.0036269079522419346,1,0.005405693484169248
agentmail,1,0.0,0.0036269079522419346,1,0.005405693484169248
inquirerpy,1,0.0,0.0036269079522419346,1,0.005405693484169248
uuid7,1,0.0,0.0036269079522419346,1,0.005405693484169248
pyobjc,1,0.0,0.0036269079522419346,1,0.005405693484169248
cdp-use,1,0.0,0.0036269079522419346,1,0.005405693484169248
screeninfo,1,0.0,0.0036269079522419346,1,0.005405693484169248
datamodel-code-generator,1,0.0,0.0036269079522419346,1,0.005405693484169248
lmnr,1,0.0,0.0036269079522419346,1,0.005405693484169248
textual,1,0.0,0.0036269079522419346,1,0.005405693484169248
prometheus-flask-exporter,1,0.0,0.0035127061986626623,1,0.005354302695058575
aliyunstoreplugin,1,0.0,0.0035127061986626623,1,0.005354302695058575
slowapi,1,0.0,0.0035127061986626623,1,0.005354302695058575
mlserver,1,0.0,0.0035127061986626623,1,0.005354302695058575
mlserver-mlflow,1,0.0,0.0035127061986626623,1,0.005354302695058575
mlflow-jfrog-plugin,1,0.0,0.0035127061986626623,1,0.005354302695058575
mlflow-tracing,1,0.0,0.0035127061986626623,1,0.005354302695058575
requests-auth-aws-sigv4,1,0.0,0.0035127061986626623,1,0.005354302695058575
azureml-core,1,0.0,0.0035127061986626623,1,0.005354302695058575
azure-storage-file-datalake,1,0.0,0.0035127061986626623,1,0.005354302695058575
pysftp,1,0.0,0.0035127061986626623,1,0.005354302695058575
mlflow-dbstore,1,0.0,0.0035127061986626623,1,0.005354302695058575
databricks-agents,1,0.0,0.0035127061986626623,1,0.005354302695058575
mlflow-skinny,1,0.0,0.0035127061986626623,1,0.005354302695058575
aiohappyeyeballs,1,0.0,0.00350883809659885,1,0.00535256204912986
backports.zstd,1,0.0,0.00350883809659885,1,0.00535256204912986
ffmpy,1,0.0,0.003484827129245428,1,0.00534175711382082
gradio-client,1,0.0,0.003484827129245428,1,0.00534175711382082
groovy,1,0.0,0.003484827129245428,1,0.00534175711382082
semantic-version,1,0.0,0.003484827129245428,1,0.00534175711382082
safehttpx,1,0.0,0.003484827129245428,1,0.00534175711382082
behave,1,0.0,0.003436260721628355,1,0.005319902230393137
parse,1,0.0,0.003436260721628355,1,0.005319902230393137
jupyterlab_server,1,0.0,0.003436260721628355,1,0.005319902230393137
mkdocs-mermaid2-plugin,1,0.0,0.003436260721628355,1,0.005319902230393137
import-linter,1,0.0,0.003436260721628355,1,0.005319902230393137
types-cachetools,1,0.0,0.003436260721628355,1,0.005319902230393137
requests_mock,1,0.0,0.003436260721628355,1,0.005319902230393137
detect-secrets,1,0.0,0.003436260721628355,1,0.005319902230393137
importlib_resources,1,0.0,0.003436260721628355,1,0.005319902230393137
dynaconf,1,0.0,0.003436260721628355,1,0.005319902230393137
mkdocs-autorefs,1,0.0,0.003436260721628355,1,0.005319902230393137
mkdocs-click,1,0.0,0.003436260721628355,1,0.005319902230393137
asv,1,0.0,0.003436260721628355,1,0.005319902230393137
ipylab,1,0.0,0.003436260721628355,1,0.005319902230393137
kedro-datasets,1,0.0,0.003436260721628355,1,0.005319902230393137
mkdocstrings-python,1,0.0,0.003436260721628355,1,0.005319902230393137
kedro-telemetry,1,0.0,0.003436260721628355,1,0.005319902230393137
mkdocs-get-deps,1,0.0,0.003436260721628355,1,0.005319902230393137
apache-airflow-providers-mysql,1,0.0014444887784663763,0.002118444504914711,4,0.005232456005335229
sgp4,1,0.0,0.0032043330723282256,1,0.005215534788208079
asdf-astropy,1,0.0,0.0032043330723282256,1,0.005215534788208079
skyfield,1,0.0,0.0032043330723282256,1,0.005215534788208079
jplephem,1,0.0,0.0032043330723282256,1,0.005215534788208079
pyerfa,1,0.0,0.0032043330723282256,1,0.005215534788208079
sphinx-changelog,1,0.0,0.0032043330723282256,1,0.005215534788208079
pytest-astropy,1,0.0,0.0032043330723282256,1,0.005215534788208079
ipydatagrid,1,0.0,0.0032043330723282256,1,0.005215534788208079
array-api-strict,1,0.0,0.0032043330723282256,1,0.005215534788208079
uncompresspy,1,0.0,0.0032043330723282256,1,0.005215534788208079
sphinxcontrib-globalsubs,1,0.0,0.0032043330723282256,1,0.005215534788208079
astropy-iers-data,1,0.0,0.0032043330723282256,1,0.005215534788208079
mpmath,1,0.0,0.0032043330723282256,1,0.005215534788208079
pytest-doctestplus,1,0.0,0.0032043330723282256,1,0.005215534788208079
asdf,1,0.0,0.0032043330723282256,1,0.005215534788208079
bottleneck,1,0.0,0.0032043330723282256,1,0.005215534788208079
pytest-astropy-header,1,0.0,0.0032043330723282256,1,0.005215534788208079
bleach,1,0.0,0.0032043330723282256,1,0.005215534788208079
sphinx-astropy,1,0.0,0.0032043330723282256,1,0.005215534788208079
sphinx_design,1,0.0,0.0032043330723282256,1,0.005215534788208079
sphinx-argparse,1,0.0,0.0032015376077847023,1,0.005214276829163493
pytest-freezer,1,0.0,0.0032015376077847023,1,0.005214276829163493
distlib,1,0.0,0.0032015376077847023,1,0.005214276829163493
covdefaults,1,0.0,0.0032015376077847023,1,0.005214276829163493
coverage-enable-subprocess,1,0.0,0.0032015376077847023,1,0.005214276829163493
time-machine,1,0.0,0.0032015376077847023,1,0.005214276829163493
proselint,1,0.0,0.0032015376077847023,1,0.005214276829163493
zope.interface,1,0.0,0.003146409053565915,1,0.005189468979765039
asyncer,1,0.0,0.003137812221820449,1,0.005185600405479579
onnxruntime-rocm,1,0.0,0.003137812221820449,1,0.005185600405479579
pymatting,1,0.0,0.003137812221820449,1,0.005185600405479579
bandit,1,0.0,0.003137812221820449,1,0.005185600405479579
onnxruntime-gpu,1,0.0,0.003137812221820449,1,0.005185600405479579
tokenize-rt,1,0.0,0.00299524802852506,1,0.0051214465184966545
pytokens,1,0.0,0.00299524802852506,1,0.0051214465184966545
deprecated,1,0.0,0.0029633946500528894,1,0.0051071124981841775
typing-inspect,1,0.0,0.0029633946500528894,1,0.0051071124981841775
dirtyjson,1,0.0,0.0029633946500528894,1,0.0051071124981841775
banks,1,0.0,0.0029633946500528894,1,0.0051071124981841775
llama-index-workflows,1,0.0,0.0029633946500528894,1,0.0051071124981841775
streamlit-pdf,1,0.0,0.002952050676467115,1,0.005102007710070579
pydeck,1,0.0,0.002952050676467115,1,0.005102007710070579
securetar,1,0.0,0.0028697469147950867,1,0.005064971017318167
annotatedyaml,1,0.0,0.0028697469147950867,1,0.005064971017318167
cronsim,1,0.0,0.0028697469147950867,1,0.005064971017318167
standard-telnetlib,1,0.0,0.0028697469147950867,1,0.005064971017318167
webrtc-models,1,0.0,0.0028697469147950867,1,0.005064971017318167
home-assistant-bluetooth,1,0.0,0.0028697469147950867,1,0.005064971017318167
astral,1,0.0,0.0028697469147950867,1,0.005064971017318167
atomicwrites-homeassistant,1,0.0,0.0028697469147950867,1,0.005064971017318167
ifaddr,1,0.0,0.0028697469147950867,1,0.005064971017318167
aiohttp-fast-zlib,1,0.0,0.0028697469147950867,1,0.005064971017318167
fnv-hash-fast,1,0.0,0.0028697469147950867,1,0.005064971017318167
psutil-home-assistant,1,0.0,0.0028697469147950867,1,0.005064971017318167
awesomeversion,1,0.0,0.0028697469147950867,1,0.005064971017318167
