package,in_degree,betweenness,eigenvector,kcore
apache-airflow-providers-fab,1,0.010480127301471388,0.007485528594955329,5
apache-airflow-providers-weaviate,1,0.0,0.000684368106803418,1
apache-airflow-providers-alibaba,1,0.0,0.000684368106803418,1
apache-airflow-providers-apache-pinot,1,0.0,0.000684368106803418,1
apache-airflow-providers-common-io,1,0.0,0.000684368106803418,1
cloudpickle,8,0.013585493065933457,0.035857616178198375,7
apache-airflow-providers-sftp,1,0.0,0.000684368106803418,1
apache-airflow-providers-apache-tinkerpop,1,0.0,0.000684368106803418,1
apache-airflow-providers-microsoft-winrm,1,0.0,0.000684368106803418,1
apache-airflow-providers-arangodb,1,0.0,0.000684368106803418,1
apache-airflow-providers-snowflake,1,0.0064945854283203165,0.013680330537811031,5
apache-airflow-providers-telegram,1,0.0,0.000684368106803418,1
apache-airflow-providers-cloudant,1,0.0,0.000684368106803418,1
apache-airflow-providers-yandex,1,0.0,0.000684368106803418,1
apache-airflow-providers-mysql,1,0.0014444887784663763,0.002118444504914711,4
apache-airflow-providers-edge3,1,0.0,0.000684368106803418,1
apache-airflow-providers-apache-hdfs,1,0.0,0.000684368106803418,1
apache-airflow-providers-tableau,1,0.0,0.000684368106803418,1
apache-airflow-providers-pinecone,1,0.0,0.000684368106803418,1
apache-airflow-providers-apache-flink,1,0.0,0.000684368106803418,1
apache-airflow-providers-http,1,0.0,0.000684368106803418,1
apache-airflow-providers-singularity,1,0.0,0.000684368106803418,1
apache-airflow-providers-apache-hive,1,0.0,0.000684368106803418,1
apache-airflow-providers-asana,1,0.0,0.000684368106803418,1
apache-airflow-providers-imap,1,0.0,0.000684368106803418,1
apache-airflow-providers-opensearch,1,0.0,0.000684368106803418,1
apache-airflow-providers-opsgenie,1,0.0,0.000684368106803418,1
apache-airflow-providers-exasol,1,0.0,0.000684368106803418,1
apache-airflow-providers-oracle,1,0.0,0.000684368106803418,1
apache-airflow-providers-slack,1,0.0,0.000684368106803418,1
atlasclient,1,0.0,0.000684368106803418,1
apache-airflow-providers-dingding,1,0.0,0.000684368106803418,1
apache-airflow-providers-cohere,1,0.0,0.000684368106803418,1
authlib,7,0.014311338751854249,0.025254091188465232,7
apache-airflow-core,1,0.0,0.000684368106803418,1
apache-airflow-providers-smtp,1,0.0,0.000684368106803418,1
apache-airflow-providers-jdbc,1,0.0,0.000684368106803418,1
apache-airflow-providers-ftp,1,2.7910702498426533e-07,0.0008537192125413307,3
apache-airflow-providers-github,1,0.0,0.000684368106803418,1
apache-airflow-providers-hashicorp,1,0.0,0.000684368106803418,1
apache-airflow-providers-papermill,1,0.0,0.000684368106803418,1
apache-airflow-providers-microsoft-azure,2,0.0,0.0012926139046772255,2
apache-airflow-providers-docker,1,0.0,0.000684368106803418,1
apache-airflow-providers-influxdb,1,0.0,0.000684368106803418,1
apache-airflow-providers-datadog,1,0.0,0.000684368106803418,1
apache-airflow-providers-airbyte,1,0.0,0.000684368106803418,1
uv,3,0.005255099840795409,0.007296106450361595,3
apache-airflow-providers-git,1,0.0,0.000684368106803418,1
apache-airflow-providers-zendesk,1,0.0,0.000684368106803418,1
apache-airflow-providers-segment,1,0.0,0.000684368106803418,1
apache-airflow-providers-neo4j,1,0.0,0.000684368106803418,1
apache-airflow-providers-ydb,1,0.0,0.000684368106803418,1
apache-airflow-providers-openlineage,5,5.3965459985886447e-05,0.0017798441517318177,4
apache-airflow-providers-keycloak,1,0.0,0.000684368106803418,1
apache-airflow-providers-apache-kafka,1,0.0,0.000684368106803418,1
apache-airflow-providers-redis,1,0.0,0.000684368106803418,1
apache-airflow-providers-microsoft-mssql,1,0.0,0.000684368106803418,1
apache-airflow-providers-facebook,1,0.0,0.000684368106803418,1
apache-airflow-providers-amazon,3,0.0001514992141135997,0.007755727515221341,3
apache-airflow-providers-sqlite,1,0.0,0.000684368106803418,1
amqp,1,0.0,0.000684368106803418,1
apache-airflow-providers-databricks,1,0.0,0.000684368106803418,1
apache-airflow-providers-discord,1,0.0,0.000684368106803418,1
python-ldap,1,0.001536853232437749,0.0007539223180722833,2
apache-airflow-providers-pgvector,1,0.0,0.000684368106803418,1
asgiref,6,0.0007117745102642142,0.012285645194540114,5
kubernetes,3,0.00041035339387543576,0.014708073874246427,3
kubernetes_asyncio,1,0.0,0.0003655186656732587,1
sqlparse,3,0.0010315400978063289,0.009230244430642954,5
methodtools,1,0.0,0.00035508178262928005,1
more-itertools,2,2.350530750614097e-05,0.004659475795710044,2
polars,5,0.0007800949942477308,0.015086996225534166,5
pandas,29,0.026256270609710544,0.11731181402573129,10
connexion,1,0.0,0.00033281060918823,1
flask,10,0.00602426244179886,0.03322142244764303,8
kerberos,1,0.0,0.00033281060918823,1
jmespath,3,0.0002896195375220225,0.004824162869555763,3
flask-sqlalchemy,2,0.0,0.0011921110901507758,2
werkzeug,7,0.0009776810491281859,0.011646702294783822,6
blinker,5,0.00043073013770332107,0.00834372381627265,5
flask-wtf,3,0.00019934891009155926,0.0047048172888134385,3
wtforms,2,0.0,0.0011921110901507758,2
flask-login,2,0.0,0.0011921110901507758,2
msgpack,4,0.0012730371875300558,0.010251067479460203,4
flask-appbuilder,1,0.013507336244552286,0.01932777799948827,7
flask-session,1,0.0,0.00033281060918823,1
flask_limiter,1,0.0,0.00033281060918823,1
dnspython,4,0.008714856357699188,0.04557151687513124,9
mysql-connector-python,2,0.0032701579395030176,0.0059298070546636925,4
mysqlclient,2,0.0003248695087263159,0.0029449576115749086,2
pyarrow,15,0.00499221607794432,0.060898604652347706,10
snowflake-connector-python,4,0.013616980288359948,0.09681306018593092,10
snowflake-sqlalchemy,1,0.0,0.0006082457978738076,1
snowflake-snowpark-python,2,9.868292774660494e-06,0.003560296474340922,2
asteval,1,3.339585291319062e-05,0.02295172693618123,6
coverage,24,0.009740990246135188,0.0708381623136775,10
sphinx,30,0.014718165951516822,0.08231702005265976,10
astropy,1,0.03109825516635403,0.07207371560561958,10
mpmath,1,0.0,0.0032043330723282256,1
bleach,1,0.0,0.0032043330723282256,1
h5py,3,0.00020299203087345574,0.005958760271899477,3
sphinx_design,1,0.0,0.0032043330723282256,1
dask,3,0.0001603168280451104,0.015076321006886795,3
jupyter-core,3,0.002066853400840774,0.03320522877078418,8
beautifulsoup4,9,0.002522170894466054,0.030227383919522958,8
pandas-stubs,3,0.00017913936454560153,0.011453165608392055,3
sgp4,1,0.0,0.0032043330723282256,1
fsspec,14,0.0044718087458083455,0.05526823536322039,10
skyfield,1,0.0,0.0032043330723282256,1
ipython,12,0.0021634709490536545,0.03885431963413434,9
asdf-astropy,1,0.0,0.0032043330723282256,1
pyerfa,1,0.0,0.0032043330723282256,1
jplephem,1,0.0,0.0032043330723282256,1
numpy,43,0.029021285833747166,0.136991043871199,10
ipykernel,5,0.00010796701599388709,0.013300197887162595,5
ipywidgets,4,0.00013414335742654204,0.01611213729723391,4
scipy,18,0.01114645940055938,0.0671124083991062,10
html5lib,3,0.0002572880012955733,0.007991324785425961,3
s3fs,2,5.7004967456986876e-05,0.006640593793956581,2
pre-commit,17,0.004788382641620047,0.05002473439308535,9
pytest-astropy-header,1,0.0,0.0032043330723282256,1
array-api-strict,1,0.0,0.0032043330723282256,1
pytest-doctestplus,1,0.0,0.0032043330723282256,1
pytest-astropy,1,0.0,0.0032043330723282256,1
sphinx-astropy,1,0.0,0.0032043330723282256,1
sphinxcontrib-globalsubs,1,0.0,0.0032043330723282256,1
threadpoolctl,2,3.632799101496503e-05,0.007988739696426262,2
objgraph,2,7.085917178710796e-05,0.008016904886763699,2
bottleneck,1,0.0,0.0032043330723282256,1
astropy-iers-data,1,0.0,0.0032043330723282256,1
uncompresspy,1,0.0,0.0032043330723282256,1
asdf,1,0.0,0.0032043330723282256,1
pytest-xdist,16,0.007021507951315552,0.07359489008654962,10
certifi,13,0.004104067898788817,0.0388331533652128,9
sphinx-changelog,1,0.0,0.0032043330723282256,1
ipydatagrid,1,0.0,0.0032043330723282256,1
tox,9,0.002147627043934445,0.021451449658923656,6
sortedcontainers,3,0.0001931700091895817,0.008448163479573894,3
pytz,8,0.0013334634946099782,0.025470523371099268,8
asyncssh,0,0.003833314390334967,0.009092524714952314,4
libnacl,1,0.0,0.0004042623427436953,1
typing_extensions,9,0.0017027286895211918,0.027598044690441286,8
bcrypt,8,0.001577244270181175,0.0186033485306122,5
fido2,2,1.87621581690357e-05,0.0006679268604772441,2
python-pkcs11,1,0.0,0.0004042623427436953,1
pywin32,5,0.0006969868623950054,0.009791371880275887,4
gssapi,3,4.802463843188223e-05,0.0009705635860514355,3
pyopenssl,12,0.004219565370297488,0.029788009808127843,8
aws-sam-cli,0,0.027998233121099895,0.08169444299211201,10
parameterized,2,7.33459617746301e-05,0.013311162774104077,2
click,24,0.012287369206314541,0.08318473440472372,10
aws-sam-translator,1,0.0,0.0036320517794049875,1
pytest-metadata,1,0.0,0.0036320517794049875,1
tomlkit,5,0.0003949492555645183,0.02074891557193672,5
regex,6,0.0009301253314143703,0.03521795688715409,6
types-pywin32,1,0.0,0.0036320517794049875,1
chevron,1,0.0,0.0036320517794049875,1
aws_lambda_builders,1,0.0,0.0036320517794049875,1
pytest-timeout,18,0.00563210932569366,0.08298835682409646,10
cookiecutter,3,0.0002620341631990403,0.01674742349573243,3
dateparser,2,0.00014104840865304666,0.0073740432081680785,2
docker,6,0.0016808003647086004,0.0296307289281169,6
ruamel_yaml,1,0.0,0.0036320517794049875,1
boto3-stubs,1,0.0,0.0036320517794049875,1
jsonschema,13,0.004915382689715009,0.05108448566614406,10
types-jsonschema,1,0.0,0.0036320517794049875,1
pytest-json-report-wip,1,0.0,0.0036320517794049875,1
types-docutils,1,0.0,0.0036320517794049875,1
types-dateparser,1,0.0,0.0036320517794049875,1
types-requests,4,0.00039650657216474053,0.022710733325379318,4
types-pygments,1,0.0,0.0036320517794049875,1
black,12,0.009992689530238012,0.06736368767158116,10
types-urllib3,1,0.0,0.0036320517794049875,1
types-chevron,1,0.0,0.0036320517794049875,1
types-pyopenssl,3,0.00035399409224839566,0.009972742413680008,3
pytest-forked,2,8.854640840376494e-05,0.007687607690751265,2
psutil,18,0.009298715100352335,0.09161096789602685,10
tzlocal,1,0.0,0.0036320517794049875,1
filelock,9,0.001476903288501231,0.04446063655680446,9
pytest-rerunfailures,8,0.0009265761801352093,0.040473005520168574,8
types-psutil,1,0.0,0.0036320517794049875,1
cfn-lint,1,0.0,0.0036320517794049875,1
watchdog,5,0.00024061886791822755,0.015052359750710575,5
types-setuptools,3,0.0005070955181059227,0.01599001960915504,3
types-colorama,1,0.0,0.0036320517794049875,1
azure-identity,3,0.004057763319997587,0.03173620565281026,5
azure-core,1,0.0,0.001411146451033088,1
msal-extensions,1,0.0,0.001411146451033088,1
msal,1,0.0,0.001411146451033088,1
uvloop,5,0.0004444100250207847,0.019669203237056513,5
mypy-extensions,3,0.0002225286641769586,0.014487487256393872,3
pytokens,1,0.0,0.00299524802852506,1
platformdirs,10,0.002250173421770081,0.03406898101291621,8
tokenize-rt,1,0.0,0.00299524802852506,1
tomli,8,0.0010721100421043869,0.025980560518004434,7
colorama,7,0.0016178309883980576,0.027630799155678003,7
pathspec,5,0.00037553261975601597,0.014687521564598937,5
browser-use,0,0.025891279420730492,0.08157864663367886,10
textual,1,0.0,0.0036269079522419346,1
google-auth,2,2.5142497521967354e-05,0.005555035035149809,2
imgcat,1,0.0,0.0036269079522419346,1
posthog,2,2.5142497521967354e-05,0.005555035035149809,2
langchain-openai,3,0.00013291293586196413,0.006630113533558381,3
imageio,2,5.896377838872561e-05,0.00882455025232945,2
datamodel-code-generator,1,0.0,0.0036269079522419346,1
botocore,4,0.00014326567922596118,0.012972197758252488,4
google-api-core,3,0.00025167582135459987,0.016384884045060312,3
anyio,8,0.0008881487485761938,0.024972729384540218,8
lmnr,1,0.0,0.0036269079522419346,1
screeninfo,1,0.0,0.0036269079522419346,1
cdp-use,1,0.0,0.0036269079522419346,1
markdownify,2,0.00021887887602416132,0.007889044047187939,4
oci,1,0.0,0.0036269079522419346,1
uuid7,1,0.0,0.0036269079522419346,1
pyobjc,1,0.0,0.0036269079522419346,1
inquirerpy,1,0.0,0.0036269079522419346,1
agentmail,1,0.0,0.0036269079522419346,1
tabulate,5,0.0013109243255933092,0.024962375981719333,5
portalocker,2,1.0523013107048787e-05,0.005814470181070302,2
pyotp,1,0.0,0.0036269079522419346,1
bubus,1,0.0,0.0036269079522419346,1
cadwyn,0,0.0014921649007707382,0.021093071119980027,6
starlette,7,0.0010916324408994245,0.04731992495297356,9
backports-strenum,1,0.0,0.0009377863462383064,1
typing-inspection,2,0.0,0.0060439230845646605,2
check-jsonschema,0,0.0015684888158009492,0.014026008735341692,4
regress,1,0.0,0.0006235781085869432,1
ruamel.yaml,3,0.00037103564153072825,0.0032005057965369893,3
clearml,0,0.0050781852079280635,0.05810689665418138,10
six,6,0.001589153873851152,0.01783626731690784,4
azure-storage-blob,4,0.00022439726795001706,0.02464888594003234,4
urllib3,12,0.0072723258572344575,0.05821641558964892,9
pathlib2,1,0.0,0.0025833687110262513,1
referencing,1,0.0,0.0025833687110262513,1
python-dateutil,9,0.003487788848862721,0.030372668601269942,7
furl,1,0.0,0.0025833687110262513,1
pyparsing,4,0.0001532701158423989,0.007688896507402386,4
copier,1,0.007734414875456783,0.03366838605540267,7
jinja2-ansible-filters,1,0.0,0.0014968931991930585,1
dunamai,1,0.0,0.0014968931991930585,1
eval-type-backport,2,2.1659441604020825e-05,0.004460287849245948,2
questionary,1,0.0,0.0014968931991930585,1
pygments,6,0.0006687649316063931,0.02151123123816782,5
funcy,2,1.3020760566426849e-05,0.003135015432420096,2
plumbum,2,0.0012886371343523528,0.001499858275215665,1
alphashape,1,0.0,0.004297031287855143,1
sentence-transformers,3,8.386486682750242e-05,0.013179397685514958,3
humanize,2,6.44501307679037e-05,0.008039022716618233,2
rank-bm25,2,2.3023004368064158e-05,0.011251270602607085,2
fake-useragent,2,2.3023004368064158e-05,0.011251270602607085,2
scikit-learn,10,0.01911758989886724,0.10760503506428414,10
selenium,2,2.4864062980619368e-05,0.00816022368831696,2
shapely,3,0.0001200351856117607,0.00857345242321773,3
aiosqlite,4,0.0008782862462842307,0.011048451513515304,3
nltk,6,0.007338493189890818,0.06163500142796664,10
patchright,1,0.0,0.004297031287855143,1
cssselect,2,8.297795452689447e-05,0.0049640541239381174,2
transformers,8,0.07530002689109772,0.21769729198926976,10
snowballstemmer,2,3.9609757719946255e-05,0.00881210212362521,2
torch,11,0.027050339490046246,0.08559808008026,10
tokenizers,4,0.00012134067443099625,0.023743312832677277,4
xxhash,1,0.0,0.004297031287855143,1
chardet,2,0.0,0.011027276437845705,2
pypdf2,1,0.0,0.004297031287855143,1
lxml,8,0.002855384674854455,0.015451691393977071,5
lark,2,2.5747678575237555e-05,0.00978277293363455,2
tf-playwright-stealth,1,0.0,0.004297031287855143,1
sphinxcontrib-spelling,4,0.00013905947113990508,0.010710284393147692,4
sphinx-rtd-theme,10,0.002329311600747546,0.028160375635919114,8
pyenchant,1,0.0,0.005169408071868673,1
pretend,1,0.0,0.005169408071868673,1
pytest-benchmark,3,7.536840864611461e-05,0.018814569400986653,3
cryptography-vectors,1,0.0,0.005169408071868673,1
nox,2,3.1963813423922015e-05,0.007984720391076151,2
readme-renderer,1,0.0,0.005169408071868673,1
check-sdist,1,0.0,0.005169408071868673,1
sphinx-inline-tabs,3,0.00010778918975039662,0.01564869014120786,3
pytest-randomly,3,0.00012811547259575893,0.012426501590999653,3
cffi,7,0.0010431504327692595,0.02215769011658878,5
curl-cffi,1,0.008449118847157289,0.04779430890074263,9
readability-lxml,1,0.0,0.002124923374839481,1
proxy.py,1,0.0,0.002124923374839481,1
cibuildwheel,1,0.0,0.002124923374839481,1
wheel,12,0.0011692978398766003,0.02805407710412106,9
pytest-trio,1,0.0,0.002124923374839481,1
trio,2,1.0525057675702181e-05,0.004151049320837146,2
trustme,1,0.0,0.002124923374839481,1
websockets,7,0.0007600261997264261,0.018402226458553085,7
charset_normalizer,3,8.376585892023438e-05,0.013159562537910806,3
dagster,0,0.03516700860037683,0.10824755886335048,10
types-paramiko,1,0.0,0.004812571814435473,1
types-backports,1,0.0,0.004812571814435473,1
grpcio-tools,3,0.0002701304013331034,0.020840063124433494,3
types-six,1,0.0,0.004812571814435473,1
types-python-dateutil,2,5.716956365237973e-05,0.015642420824345978,2
