package,in_degree,betweenness,eigenvector,kcore
universal_pathlib,1,0.0,0.004812571814435473,1
structlog,2,0.00010322812367803833,0.007492384982765702,2
mypy-protobuf,2,5.716956365237973e-05,0.015642420824345978,2
morefs,1,0.0,0.004812571814435473,1
types-toml,2,5.127522530150679e-05,0.008248832536063828,2
rapidfuzz,3,0.00027748830011594224,0.013066764526155236,3
types-tzlocal,1,0.0,0.004812571814435473,1
toposort,1,0.0,0.004812571814435473,1
dagster-pipes,1,0.0,0.004812571814435473,1
tqdm,16,0.011793906980845632,0.10433814527018301,10
types-chardet,1,0.0,0.004812571814435473,1
syrupy,1,0.0,0.004812571814435473,1
coloredlogs,2,4.217265770552518e-05,0.00867576421489729,2
types-certifi,1,0.0,0.004812571814435473,1
types-mock,1,0.0,0.004812571814435473,1
dagster-shared,1,0.0,0.004812571814435473,1
responses,3,6.272964045073323e-05,0.011412056844723826,3
types-cryptography,1,0.0,0.004812571814435473,1
pyright,3,0.00014960435244450963,0.0091386606473374,3
alembic,5,0.0010904387246742143,0.02094963583952104,5
tzdata,4,0.00035694303790833606,0.013204975094891715,4
grpcio-health-checking,3,0.0002701304013331034,0.020840063124433494,3
antlr4-python3-runtime,1,0.0,0.004812571814435473,1
setuptools,14,0.036818099867326905,0.10381463749564156,10
flaky,4,0.00023798328370500037,0.014171717745153013,4
types-tabulate,2,5.716956365237973e-05,0.015642420824345978,2
grpcio,6,0.0009953880951245838,0.030413879628974475,6
buildkite-test-collector,1,0.0,0.004812571814435473,1
types-pytz,2,5.716956365237973e-05,0.015642420824345978,2
types-simplejson,1,0.0,0.004812571814435473,1
dash,0,0.023688599870805772,0.08689182265088621,10
multiprocess,1,0.0,0.003863192400461817,1
dash_testing_stub,1,0.0,0.003863192400461817,1
waitress,2,0.0011162157328923191,0.027216145806392828,6
diskcache,3,0.0001383357362509295,0.013630362950584864,3
plotly-cloud,1,0.0,0.003863192400461817,1
mock,4,0.0005124878043283931,0.02422522812052218,4
mimesis,1,0.0,0.003863192400461817,1
importlib-metadata,15,0.0054194811622486384,0.04703537476921753,9
xlrd,3,0.00011237157097643005,0.014556553591163453,3
plotly,4,0.00028381841665926246,0.013237140994812109,4
retrying,1,0.0,0.003863192400461817,1
nest-asyncio,3,0.00029201569330789917,0.013803755442613452,3
celery,3,0.00026628474870971834,0.011249446676174432,3
pyzmq,4,0.00043919058834391536,0.01684099226879976,4
percy,1,0.0,0.003863192400461817,1
jupyterlab,3,0.028955754103520286,0.10245014040236229,10
flask-compress,1,0.0,0.003863192400461817,1
dash-ag-grid,1,0.0,0.003863192400461817,1
flask-talisman,2,0.00010125179718157848,0.004722492881424362,2
fire,1,0.0,0.003863192400461817,1
flake8,9,0.0010622214403971024,0.024831316619387703,8
pytest-sugar,2,1.470255363274525e-05,0.00641821071851293,2
pylint,3,0.0001165413505376153,0.01040438918222955,3
openpyxl,3,0.00011237157097643005,0.014556553591163453,3
kombu,1,0.0,0.003863192400461817,1
dbt-core,0,0.012278491904182311,0.04359803830825143,9
daff,1,0.0,0.001938318072347662,1
agate,1,0.0,0.001938318072347662,1
dbt-common,1,0.0,0.001938318072347662,1
dbt-semantic-interfaces,1,0.0,0.001938318072347662,1
networkx,7,0.0020074526707378982,0.02231335741022164,7
dbt-adapters,1,0.0,0.001938318072347662,1
mashumaro,1,0.0,0.001938318072347662,1
dbt-protos,1,0.0,0.001938318072347662,1
dbt-extractor,1,0.0,0.001938318072347662,1
snowplow-tracker,1,0.0,0.001938318072347662,1
deepdiff,1,0.00922480799735408,0.06332244343175535,10
sphinx-sitemap,1,0.0,0.002815312319207477,1
ipdb,1,0.0,0.002815312319207477,1
bump2version,2,1.5279249234171892e-05,0.007370300812762827,2
tomli-w,3,4.247266165165748e-05,0.01198622189353885,3
uuid6,1,0.0,0.002815312319207477,1
flake8-pyproject,1,0.0,0.002815312319207477,1
sphinxemoji,2,3.5566375810910337e-05,0.005109728241678494,2
jsonpickle,2,0.0,0.00979248071130622,2
orderly-set,2,0.0,0.00979248071130622,2
deepspeed,3,0.024260945382405787,0.09121630315363055,10
py-cpuinfo,2,3.380944915489305e-05,0.009541297557125683,2
torchvision,7,0.00047246837507462276,0.04539169621424706,7
clang-format,1,0.0,0.004055555911346278,1
mpi4py,1,0.0,0.004055555911346278,1
future,1,0.0,0.004055555911346278,1
neural-compressor,1,0.0,0.004055555911346278,1
sentencepiece,7,0.0005721878704007018,0.037626585802464405,7
safetensors,3,1.544296993047013e-05,0.014986486975949644,3
mup,1,0.0,0.004055555911346278,1
comet_ml,1,0.0,0.004055555911346278,1
google,1,0.0,0.004055555911346278,1
accelerate,4,0.0003010369531492017,0.027666074612896052,4
wandb,1,0.0,0.004055555911346278,1
tensorboard,5,0.00016267387193440305,0.03085563165056838,5
docutils,3,0.00011719419028529253,0.009780697726584355,3
deepspeed-kernels,1,0.0,0.004055555911346278,1
xgboost,2,0.00012465170268782826,0.011032724303445022,2
autodoc_pydantic,1,0.0,0.004055555911346278,1
recommonmark,1,0.0,0.004055555911346278,1
einops,4,0.000336334680120272,0.02169317917196514,4
qtorch,1,0.0,0.004055555911346278,1
lm-eval,1,0.0,0.004055555911346278,1
ninja,5,0.00016799319976632684,0.02217737818182448,5
hjson,1,0.0,0.004055555911346278,1
sphinx_rtd_theme,5,0.0002036881805493654,0.012615232148702974,5
triton,3,4.015103375482159e-06,0.01037677272728,3
diffusers,2,4.224466835950991e-05,0.009253198211433791,2
django,5,0.001261980334264197,0.00979430104402988,5
argon2-cffi,4,0.00043820911330585505,0.010623591578262023,4
djangorestframework,1,0.0,0.002246774474204569,2
djangorestframework-simplejwt,0,0.008169373722498223,0.0407393024066428,9
pyupgrade,1,0.0,0.0018112745273304092,1
pytest-django,1,0.0,0.0018112745273304092,1
pytest-watch,1,0.0,0.0018112745273304092,1
yesqa,1,0.0,0.0018112745273304092,1
python-jose,2,0.00696087196311848,0.026867970057582118,5
freezegun,1,0.0,0.0018112745273304092,1
idna,6,0.002226157696652851,0.03416267253555038,8
wmi,1,0.0,0.0020261259459976645,1
hypercorn,2,1.0920836078263897e-05,0.0031448674213881062,2
quart-trio,1,0.0,0.0020261259459976645,1
httpcore,3,0.00026559995941539917,0.00823110708571258,3
aioquic,2,2.56112329733454e-05,0.00296556234016257,2
h2,4,0.001789994111088361,0.007152333916312557,4
adbc-driver-manager,1,0.0,0.0014921873242439306,1
ecdsa,1,0.0025880730290042462,0.001995634942850611,2
gmpy,1,0.0,8.872799262779374e-05,1
gmpy2,1,0.0,8.872799262779374e-05,1
embedchain,0,0.018356064736412592,0.04336828479541506,8
google-generativeai,2,3.1385160758371755e-05,0.008882366397659814,2
langchain,4,0.01790230459766276,0.024178395290472585,6
elasticsearch,3,0.000241094852961922,0.01971221540757032,3
langchain-google-vertexai,2,0.0,0.0030032055813164447,2
together,1,0.0,0.001928127082907874,1
pysbd,1,0.0,0.001928127082907874,1
replicate,1,0.0,0.001928127082907874,1
psycopg-pool,1,0.0,0.001928127082907874,1
opensearch-py,2,3.1385160758371755e-05,0.008882366397659814,2
langchain-cohere,1,0.0,0.001928127082907874,1
gptcache,1,0.0,0.001928127082907874,1
schema,3,0.0007639693512968751,0.013420366310776683,3
langchain-community,4,0.004791184334420549,0.038097371290793845,7
langchain-mistralai,2,0.0,0.0030032055813164447,2
langchain-aws,2,0.0,0.0030032055813164447,2
gpt4all,1,0.0,0.001928127082907874,1
langsmith,3,1.880739663445396e-05,0.004715987123861859,3
eth-abi,0,0.00869120065181406,0.03343522870826526,9
parsimonious,1,0.0,0.0014865160053729543,1
sphinx-autobuild,3,0.0001576133928386814,0.009639344598901442,3
towncrier,5,0.00063062489161951,0.015616500137871263,5
bump_my_version,1,0.0,0.0014865160053729543,1
hypothesis,2,5.1612482242400275e-05,0.003014634825212501,2
eth-typing,1,0.0,0.0014865160053729543,1
eth-hash,1,0.0,0.0014865160053729543,1
pytest-pythonpath,1,0.0,0.0014865160053729543,1
eth-utils,1,0.0,0.0014865160053729543,1
eventlet,1,0.0015401554938478058,0.014554974864210242,6
greenlet,2,5.1121964485811143e-05,0.011476977414345344,2
isort,5,0.0003598029983048058,0.01257303761981053,5
pip-tools,3,0.00010591411906889491,0.014183844800947563,3
commitizen,1,0.0,0.0006471284044348397,1
pyperclip,2,5.42709615423708e-05,0.0024624258502890808,2
jsonschema-path,1,0.0,0.0015229894561241753,1
openapi-pydantic,1,0.0,0.0015229894561241753,1
cyclopts,1,0.0,0.0015229894561241753,1
exceptiongroup,4,0.0003487583338970195,0.012459864888987562,4
py-key-value-aio,1,0.0,0.0015229894561241753,1
feast,1,0.10180302930466881,0.24358749000980756,10
grpcio-reflection,2,9.649382465172786e-05,0.01602749130999802,2
ray,3,0.0248387137538996,0.11073282418893375,10
cython,3,1.3356154925594096e-05,0.019918649647089306,3
toml,4,0.0005197708852953443,0.020960151836769064,4
poetry-dynamic-versioning,1,0.0,0.010829849009910505,1
milvus-lite,1,0.0,0.010829849009910505,1
ikvpy,1,0.0,0.010829849009910505,1
deltalake,2,0.0,0.013680615605166231,2
python-keycloak,1,0.0,0.010829849009910505,1
great_expectations,1,0.0,0.010829849009910505,1
patchelf,1,0.0,0.010829849009910505,1
google-cloud-datastore,1,0.0,0.010829849009910505,1
moto,2,8.52995924517644e-05,0.017784088324662446,2
sqlite-vec,2,0.0005332134693287776,0.010875883156754683,2
ibis-substrait,1,0.0,0.010829849009910505,1
hazelcast-python-client,1,0.0,0.010829849009910505,1
faiss-cpu,2,0.0,0.020508960004609594,2
types-protobuf,1,0.0,0.010829849009910505,1
types_psutil,1,0.0,0.010829849009910505,1
hiredis,1,0.0,0.010829849009910505,1
hatchling,2,5.313491154034193e-05,0.01270314059790941,2
googleapis-common-protos,2,8.52995924517644e-05,0.017784088324662446,2
flit_core,1,0.0,0.010829849009910505,1
typeguard,2,9.576621438540432e-05,0.01454331815715166,2
pyodbc,2,0.0,0.013680615605166231,2
uvicorn-worker,1,0.0,0.010829849009910505,1
google-cloud-bigquery-storage,2,0.0,0.013680615605166231,2
scikit-build-core,1,0.0,0.010829849009910505,1
pytest-lazy-fixture,1,0.0,0.010829849009910505,1
meson-python,2,0.0,0.015614255634008542,2
virtualenv,6,0.013011061274339382,0.07200537007213312,10
pybindgen,1,0.0,0.010829849009910505,1
hatch-vcs,1,0.0,0.010829849009910505,1
pytest-env,2,0.0,0.014031386617695209,2
minio,1,0.0,0.010829849009910505,1
gunicorn,3,0.0024904188655436653,0.04352418115602921,8
pyspark,5,0.0021263555276156724,0.026834242855457956,5
sqlglot,2,0.0,0.013680615605166231,2
testcontainers,1,0.0,0.010829849009910505,1
trino,2,0.0,0.013680615605166231,2
cassandra-driver,1,0.0,0.010829849009910505,1
dill,4,0.0006973891219897604,0.026081965191043527,4
prometheus_client,3,7.89930999213288e-05,0.021238855220450704,3
codeflare-sdk,1,0.0,0.010829849009910505,1
grpcio-testing,1,0.0,0.010829849009910505,1
types-redis,1,0.0,0.010829849009910505,1
mmh3,1,0.0,0.010829849009910505,1
calver,1,0.0,0.010829849009910505,1
datasets,4,0.00019472621957836406,0.031192343950476514,4
poetry-core,1,0.0,0.010829849009910505,1
google-cloud-bigtable,1,0.0,0.010829849009910505,1
meson,1,0.0,0.010829849009910505,1
types-pymysql,1,0.0,0.010829849009910505,1
py,1,0.0,0.010829849009910505,1
couchbase-columnar,1,0.0,0.010829849009910505,1
happybase,1,0.0,0.010829849009910505,1
timm,3,9.649382465172786e-05,0.025706602304697106,3
ibis-framework,1,0.02772080262628376,0.06411849759137418,10
singlestoredb,1,0.0,0.010829849009910505,1
pymssql,1,0.0,0.010829849009910505,1
hatch-fancy-pypi-readme,1,0.0,0.010829849009910505,1
aiobotocore,1,0.0,0.010829849009910505,1
bigtree,1,0.0,0.010829849009910505,1
assertpy,1,0.0,0.010829849009910505,1
fastapi_mcp,1,0.0,0.010829849009910505,1
pytest-ordering,1,0.0,0.010829849009910505,1
tenacity,5,0.0002786665580046399,0.019533154377384492,5
docling,1,0.0,0.010829849009910505,1
fiona,1,0.003228801463466708,0.03206664033017451,8
click-plugins,1,0.0,0.0014256545401068583,1
cligj,1,0.0,0.0014256545401068583,1
markupsafe,8,0.0005374873151222074,0.0176816189347156,6
itsdangerous,5,9.984450721434152e-05,0.015138899581613243,5
prison,1,0.0,0.000859300480962546,1
email-validator,3,0.0003662359203871697,0.008645250387619128,3
marshmallow,1,0.0,0.000859300480962546,1
marshmallow-sqlalchemy,1,0.0,0.000859300480962546,1
flask-babel,1,0.0,0.000859300480962546,1
apispec,1,0.0,0.000859300480962546,1
flask-limiter,2,0.00018517955036244352,0.00783646887306129,2
flask-jwt-extended,1,0.0,0.000859300480962546,1
sqlalchemy-utils,1,0.0,0.000859300480962546,1
flask-cors,1,2.0076806555844342e-05,0.005507710801520252,3
fonttools,1,0.00951291823647121,0.009050661606716914,5
zopfli,1,0.0,0.00040239462764720275,1
pycairo,1,0.0,0.00040239462764720275,1
skia-pathops,1,0.0,0.00040239462764720275,1
sympy,4,0.0007568767450931493,0.0069038633281794425,4
uharfbuzz,1,0.0,0.00040239462764720275,1
unicodedata2,1,0.0,0.00040239462764720275,1
munkres,1,0.0,0.00040239462764720275,1
lz4,2,0.00016228483528547282,0.005325659192407993,2
xattr,1,0.0,0.00040239462764720275,1
pytest-instafail,1,0.0,0.0025550183180511137,1
sphinx-autodoc-typehints,4,9.237862076139005e-05,0.010039267137274011,4
ddt,1,0.0,0.0025550183180511137,1
gitdb,1,0.0,0.0025550183180511137,1
gradio,1,0.00997344829867224,0.07838198262166877,10
safehttpx,1,0.0,0.003484827129245428,1
groovy,1,0.0,0.003484827129245428,1
ffmpy,1,0.0,0.003484827129245428,1
audioop-lts,2,2.684243932405627e-05,0.006354574044040515,2
pydub,2,2.5315540089648427e-05,0.010439066443997369,2
semantic-version,1,0.0,0.003484827129245428,1
gradio-client,1,0.0,0.003484827129245428,1
tornado,7,0.001206957337666678,0.016909170486042176,7
gevent,1,0.0,0.0019351926391346903,1
setproctitle,3,9.60339482514833e-05,0.012618576585001613,3
hyperframe,2,0.0,0.001257456704661394,2
hpack,1,0.0,0.00031802031049648873,1
homeassistant,0,0.03775178055441006,0.06454754757962639,10
psutil-home-assistant,1,0.0,0.0028697469147950867,1
awesomeversion,1,0.0,0.0028697469147950867,1
aiozoneinfo,1,0.0,0.0028697469147950867,1
lru-dict,1,0.0,0.0028697469147950867,1
zeroconf,1,0.0,0.0028697469147950867,1
voluptuous,1,0.0,0.0028697469147950867,1
aiohttp-asyncmdnsresolver,1,0.0,0.0028697469147950867,1
standard-aifc,1,0.0,0.0028697469147950867,1
hass-nabucasa,1,0.0,0.0028697469147950867,1
fnv-hash-fast,1,0.0,0.0028697469147950867,1
voluptuous-serialize,1,0.0,0.0028697469147950867,1
aiohttp_cors,2,7.677054385134701e-05,0.007793011479555878,2
async-interrupt,1,0.0,0.0028697469147950867,1
voluptuous-openapi,1,0.0,0.0028697469147950867,1
aiohasupervisor,1,0.0,0.0028697469147950867,1
python-slugify,2,0.00011892904232370419,0.006611738343558177,2
ifaddr,1,0.0,0.0028697469147950867,1
ciso8601,1,0.0,0.0028697469147950867,1
ulid-transform,1,0.0,0.0028697469147950867,1
aiohttp-fast-zlib,1,0.0,0.0028697469147950867,1
standard-telnetlib,1,0.0,0.0028697469147950867,1
webrtc-models,1,0.0,0.0028697469147950867,1
cronsim,1,0.0,0.0028697469147950867,1
securetar,1,0.0,0.0028697469147950867,1
annotatedyaml,1,0.0,0.0028697469147950867,1
home-assistant-bluetooth,1,0.0,0.0028697469147950867,1
astral,1,0.0,0.0028697469147950867,1
atomicwrites-homeassistant,1,0.0,0.0028697469147950867,1
httpie,0,0.01025336431435484,0.05162233650300444,9
pip,3,1.35522467514547e-05,0.008784303685982516,3
pytest-httpbin,1,0.0,0.00229509101720759,1
flake8-mutable,1,0.0,0.00229509101720759,1
charset-normalizer,3,0.00020887168350687275,0.010549283728927352,3
flake8-tuple,1,0.0,0.00229509101720759,1
flake8-deprecated,1,0.0,0.00229509101720759,1
requests-toolbelt,1,0.0,0.00229509101720759,1
defusedxml,3,0.0002617809793950496,0.008825474841853729,3
flake8-comprehensions,1,0.0,0.00229509101720759,1
pyproj,1,0.0,0.002850766595255728,1
oracledb,2,0.0001994003921693875,0.00980500591000767,2
parsy,1,0.0,0.002850766595255728,1
pydruid,1,0.0,0.002850766595255728,1
geopandas,1,0.0,0.002850766595255728,1
db-dtypes,1,0.0,0.002850766595255728,1
pins,1,0.0,0.002850766595255728,1
atpublic,1,0.0,0.002850766595255728,1
pyathena,1,0.0,0.002850766595255728,1
impyla,1,0.0,0.002850766595255728,1
pyarrow-hotfix,1,0.0,0.002850766595255728,1
databricks-sql-connector-core,1,0.0,0.002850766595255728,1
graphviz,3,0.00019685204274050308,0.009544808700485933,3
psycopg2,1,0.0,0.002850766595255728,1
pydata-google-auth,1,0.0,0.002850766595255728,1
pandas-gbq,1,0.0,0.002850766595255728,1
toolz,1,0.0,0.002850766595255728,1
datafusion,1,0.0,0.002850766595255728,1
pyexasol,1,0.0,0.002850766595255728,1
geoarrow-types,1,0.0,0.002850766595255728,1
babel,2,0.0,0.008359548368984528,2
js2py,0,2.511963224858388e-06,5.807523385283635e-29,1
pyjsparser (,1,0.0,3.3529751898185535e-29,1
six (,1,0.0,3.3529751898185535e-29,1
tzlocal (,1,0.0,3.3529751898185535e-29,1
traitlets,3,0.0,0.008325768165537095,3
myst-parser,5,0.00010154387523216313,0.013809333962075523,5
pydata-sphinx-theme,5,0.0001319191927931593,0.014880271438932405,5
intersphinx-registry,1,0.0,0.0014763637495107261,1
jupyter-lsp,1,0.0013027272243798327,0.005456108652833431,2
jupyter_server,1,0.0,0.00024260567735425758,1
importlib_metadata,4,0.0004728189796042462,0.020023379398608775,3
jupyter-server,2,0.016506080000819334,0.051606113359936055,8
jupyter-client,1,0.0,0.0022944159224710173,1
sphinxcontrib-openapi,1,0.0,0.0022944159224710173,1
terminado,1,0.0,0.0022944159224710173,1
sphinxcontrib-github-alt,2,0.0,0.004064512571768291,2
jupyter-server-terminals,1,0.0,0.0022944159224710173,1
nbformat,2,0.0002302459090792202,0.00927158431456976,2
websocket-client,2,2.2137543666294382e-05,0.0032743550920642695,2
pytest-console-scripts,3,0.0,0.00861950106532364,3
pytest-jupyter,2,0.0,0.006849404416026368,2
nbconvert,2,0.0,0.006849404416026368,2
overrides,1,0.0,0.0022944159224710173,1
jupyter-events,1,0.0,0.0022944159224710173,1
prometheus-client,4,0.0005937387504807165,0.01391386281965185,4
send2trash,1,0.0,0.0022944159224710173,1
pywinpty,1,0.0,0.0022944159224710173,1
hatch,3,1.7960871516011377e-05,0.006735479537486727,3
vega-datasets,1,0.0,0.0045549884935553505,1
sphinx-copybutton,3,4.9984508185687516e-05,0.015202756106216552,3
jupyterlab-geojson,1,0.0,0.0045549884935553505,1
requests-cache,1,0.0,0.0045549884935553505,1
notebook-shim,2,0.0,0.006325085142852624,2
async-lru,1,0.0,0.0045549884935553505,1
jinja2-time,1,0.0,0.0045549884935553505,1
pyyaml-include,1,0.0,0.0045549884935553505,1
altair,2,1.6503358029007233e-05,0.007507039170022465,2
pytest-tornasync,2,0.0,0.006325085142852624,2
jupyterlab-server,2,0.0,0.006325085142852624,2
jsx-lexer,1,0.0,0.0045549884935553505,1
pytest-check-links,1,0.0,0.0045549884935553505,1
jupyterlab-language-pack-zh-cn,1,0.0,0.0045549884935553505,1
jwcrypto,0,0.0,0.009482468174277347,2
kedro,1,0.030503153925194634,0.07728977305093783,10
requests_mock,1,0.0,0.003436260721628355,1
mkdocs-material,2,3.951663681101343e-05,0.00714972986886951,2
behave,1,0.0,0.003436260721628355,1
omegaconf,4,0.0002521000159388465,0.02055722546615137,4
parse,1,0.0,0.003436260721628355,1
jupyterlab_server,1,0.0,0.003436260721628355,1
mkdocs-mermaid2-plugin,1,0.0,0.003436260721628355,1
detect-secrets,1,0.0,0.003436260721628355,1
more_itertools,3,0.00013459347928943086,0.009146320669910946,3
jupyter,2,3.951663681101343e-05,0.00714972986886951,2
dynaconf,1,0.0,0.003436260721628355,1
pluggy,3,0.00033990098461892927,0.011693322986161513,3
mkdocs-autorefs,1,0.0,0.003436260721628355,1
mkdocs-click,1,0.0,0.003436260721628355,1
asv,1,0.0,0.003436260721628355,1
cachetools,4,0.0005279960764411723,0.015616044472637968,4
ipylab,1,0.0,0.003436260721628355,1
mkdocs-get-deps,1,0.0,0.003436260721628355,1
kedro-datasets,1,0.0,0.003436260721628355,1
mkdocstrings-python,1,0.0,0.003436260721628355,1
mkdocs,2,3.951663681101343e-05,0.00714972986886951,2
kedro-telemetry,1,0.0,0.003436260721628355,1
importlib_resources,1,0.0,0.003436260721628355,1
mkdocstrings,2,3.951663681101343e-05,0.00714972986886951,2
notebook,1,0.004291045627727552,0.03981200315293274,8
mkdocs-material-extensions,2,3.951663681101343e-05,0.00714972986886951,2
griffe,2,0.00013041837774723175,0.007178252150391446,2
import-linter,1,0.0,0.003436260721628355,1
types-cachetools,1,0.0,0.003436260721628355,1
keras,1,0.00443682568063397,0.025121567392508357,4
namex,1,0.0,0.0011169359057861118,1
absl-py,1,0.0,0.0011169359057861118,1
optree,2,3.177923387455568e-05,0.004922978961869343,2
ml-dtypes,1,0.0,0.0011169359057861118,1
langchain-xai,1,0.0,0.001075078498408571,1
langchain-model-profiles,1,0.0,0.001075078498408571,1
langchain-perplexity,1,0.0,0.001075078498408571,1
langchain-huggingface,1,0.0,0.001075078498408571,1
langchain-deepseek,1,0.0,0.001075078498408571,1
langchain-azure-ai,1,0.0,0.001075078498408571,1
langchain-fireworks,1,0.0,0.001075078498408571,1
langchain-google-genai,1,0.0,0.001075078498408571,1
langchain-anthropic,1,0.0,0.001075078498408571,1
langchain-ollama,1,0.0,0.001075078498408571,1
langchain-groq,1,0.0,0.001075078498408571,1
langgraph,2,0.0,0.0035380682093603963,2
langchain-core,5,0.0041737005665531445,0.0246070715593424,6
langchain-together,1,0.0,0.001075078498408571,1
langchain-classic,1,0.0,0.0016938422424362697,1
dataclasses-json,3,4.752812928229816e-05,0.008396358768438856,3
httpx-sse,2,3.8509150665178455e-06,0.0044376244201192495,2
jsonpatch,2,3.164194440247101e-05,0.004836009227280807,2
langchain-experimental,0,0.0,0.002787860040953985,2
langchain-text-splitters,0,0.0,0.0010940177985177158,1
langgraph-checkpoint,1,8.358654223899614e-05,0.0013616595260534361,2
ormsgpack,2,0.00014874470261487814,0.004983812099088888,2
langgraph-checkpoint-sqlite,0,3.782977671837964e-05,0.001035452456833116,2
lightgbm,0,0.0001385971815092012,0.02344000537397821,5
lightning,0,0.008883038740176619,0.11595862438458852,10
lightning-utilities,2,0.0,0.01014379635242427,2
pytorch-lightning,1,0.007143732624304878,0.11219766819070742,10
pytest-random-order,2,0.0,0.01014379635242427,2
onnxscript,2,0.0,0.01014379635242427,2
onnxruntime,6,0.00023159924632369078,0.03365408075964545,6
litdata,1,0.0,0.005155500735616865,1
onnx,4,0.0017678849440417672,0.03689214619187951,8
bitsandbytes,2,0.0,0.01014379635242427,2
torchmetrics,2,0.0,0.01014379635242427,2
tensorboardx,3,1.776748617287915e-05,0.015067060917185062,3
hydra-core,2,0.0,0.01014379635242427,2
jsonargparse,2,0.0,0.01014379635242427,2
fastuuid,1,0.0,0.004281428904343643,1
litellm-enterprise,1,0.0,0.004281428904343643,1
semantic-router,1,0.0,0.004281428904343643,1
mlflow,2,0.02831858430307839,0.07900662860456835,10
numpydoc,2,4.412706473438247e-05,0.009065835528441679,2
prisma,1,0.0,0.004281428904343643,1
litellm-proxy-extras,1,0.0,0.004281428904343643,1
apscheduler,2,2.4033852088971937e-05,0.011235668219095583,2
pynacl,3,7.354658287532682e-05,0.005622784293069876,3
fastapi-sso,1,0.0,0.004281428904343643,1
rq,2,0.0,0.006744418615295468,2
azure-keyvault-secrets,1,0.0,0.004281428904343643,1
soundfile,4,0.00027382053092219665,0.021919052164962503,4
backoff,2,0.00011764100609406803,0.008020550780293338,2
tiktoken,9,0.0015797621732237103,0.043052427479179464,9
google-cloud-kms,1,0.0,0.004281428904343643,1
google-cloud-iam,1,0.0,0.004281428904343643,1
resend,1,0.0,0.004281428904343643,1
litestar,2,0.02127565152274971,0.06027507794952033,10
valkey,1,0.0,0.0026798131683302287,1
advanced-alchemy,1,0.0,0.0026798131683302287,1
annotated-types,2,0.0,0.0077859499066565835,2
minijinja,1,0.0,0.0026798131683302287,1
fast-query-parsers,1,0.0,0.0026798131683302287,1
msgspec,3,0.00022042218890345027,0.013363197114197149,3
polyfactory,1,0.0,0.0026798131683302287,1
picologging,1,0.0,0.0026798131683302287,1
litestar-htmx,1,0.0,0.0026798131683302287,1
importlib-resources,3,9.578571784443485e-05,0.00608803205085454,3
multipart,1,0.0,0.0026798131683302287,1
mako,1,0.0,0.0026798131683302287,1
piccolo,1,0.0,0.0026798131683302287,1
jsbeautifier,1,0.0,0.0026798131683302287,1
pydantic-extra-types,2,5.0561413468793816e-05,0.006421804597093319,2
opentelemetry-instrumentation-asgi,1,0.0,0.0026798131683302287,1
rich-click,1,0.0,0.0026798131683302287,1
llama-index,0,0.005600237162001119,0.0059203446970423,2
llama-index-indices-managed-llama-cloud,1,0.0,0.00026324916593901856,1
llama-index-readers-file,1,0.0,0.00026324916593901856,1
llama-index-core,2,0.016484286292331566,0.06665360750522738,10
llama-index-readers-llama-parse,1,0.0,0.00026324916593901856,1
llama-index-embeddings-openai,2,0.0,0.0004083409773136497,2
llama-index-cli,1,0.0008536318127753575,0.003262953029678179,2
llama-index-llms-openai,2,0.0,0.0004083409773136497,2
deprecated,1,0.0,0.0029633946500528894,1
filetype,4,0.00022336811925538445,0.013553797895064187,4
typing-inspect,1,0.0,0.0029633946500528894,1
dirtyjson,1,0.0,0.0029633946500528894,1
banks,1,0.0,0.0029633946500528894,1
wrapt,2,2.0520734333204324e-05,0.006702516526002585,2
llama-index-workflows,1,0.0,0.0029633946500528894,1
lxml-html-clean,0,0.0,0.0006870703982587831,1
mammoth,0,0.0,5.01450061853746e-33,1
cobble,1,0.0,5.01450061853746e-33,1
sse-starlette,1,0.0,0.0027437821776829796,1
meraki,0,0.00019326980757077776,0.030108028097696256,7
mitmproxy,0,0.011289641876703983,0.021129681915410228,7
pydivert,1,0.0,0.0009394363941649053,1
zstandard,4,0.0001905560662327354,0.010332575319510226,4
ldap3,2,0.0001139402623556381,0.007893675708916846,2
urwid,1,0.0,0.0009394363941649053,1
wsproto,2,4.8438224341090734e-05,0.002467555214004452,2
mitmproxy-rs,1,0.0,0.0009394363941649053,1
publicsuffix2,1,0.0,0.0009394363941649053,1
kaitaistruct,1,0.0,0.0009394363941649053,1
requests-auth-aws-sigv4,1,0.0,0.0035127061986626623,1
watchfiles,3,8.895147579064997e-05,0.013921712409202858,3
databricks-agents,1,0.0,0.0035127061986626623,1
azureml-core,1,0.0,0.0035127061986626623,1
mlflow-tracing,1,0.0,0.0035127061986626623,1
pysftp,1,0.0,0.0035127061986626623,1
mlflow-dbstore,1,0.0,0.0035127061986626623,1
mlflow-jfrog-plugin,1,0.0,0.0035127061986626623,1
mlflow-skinny,1,0.0,0.0035127061986626623,1
azure-storage-file-datalake,1,0.0,0.0035127061986626623,1
graphene,2,0.0,0.010489874590761405,2
prometheus-flask-exporter,1,0.0,0.0035127061986626623,1
mlserver-mlflow,1,0.0,0.0035127061986626623,1
mlserver,1,0.0,0.0035127061986626623,1
huey,2,5.100244362548013e-05,0.0059756959096144875,2
slowapi,1,0.0,0.0035127061986626623,1
aliyunstoreplugin,1,0.0,0.0035127061986626623,1
opentelemetry-exporter-otlp-proto-http,1,0.0,0.0002636645177335489,1
