PROJECT_NAME,PROJECT_TYPE,PRODUCT_NAME,ISSUE_SEVERITY,CVE,CWE,SEMVER_VULNERABLE_RANGE,FIXED_IN_VERSION,VULNERABILITY_PUBLICATION_DATE,FIRST_INTRODUCED,UPDATED_AT
opencv-python-headless,pip,OSV Database,high,CVE-2019-14492,,>=0 >=4.0.0.21,3.4.7.28,2021-10-12T22:09:31Z,,2023-11-08T04:01:10.214908Z
opencv-python-headless,pip,OSV Database,moderate,CVE-2019-15939,,>=0,4.1.1.26,2021-10-12T22:21:56Z,,2023-11-08T04:01:15.432136Z
opencv-python-headless,pip,OSV Database,moderate,CVE-2019-19624,,>=0,4.1.0.25,2021-10-12T22:22:58Z,,2023-11-08T04:01:28.793614Z
opencv-python-headless,pip,OSV Database,high,,,>=0,4.8.1.78,2024-08-30T23:37:17Z,,2024-12-01T05:37:28.228383Z
opencv-python-headless,pip,OSV Database,high,CVE-2019-5063,,>=0,,2021-10-12T22:23:13Z,,2023-11-08T04:01:35.255310Z
opencv-python-headless,pip,OSV Database,high,CVE-2019-5064,,>=0,4.2.0.32,2021-10-12T22:23:21Z,,2023-11-08T04:01:35.314627Z
opencv-python-headless,pip,OSV Database,moderate,CVE-2019-16249,,>=0,4.1.2.30,2021-10-12T22:22:05Z,,2023-11-08T04:01:17.253384Z
opencv-python-headless,pip,OSV Database,unknown,,,>=0,4.8.1.78,2023-09-29T21:31:48.680922Z,,2023-09-29T21:15:27.980982Z
pypdf2,pip,OSV Database,moderate,CVE-2023-36464,,>=2.2.0,,2023-06-30T20:33:57Z,,2024-02-16T08:11:47.539811Z
pypdf2,pip,OSV Database,moderate,CVE-2023-36807,,>=2.10.5,2.10.6,2023-06-30T22:19:39Z,,2023-11-08T04:12:58.698600Z
pypdf2,pip,OSV Database,moderate,CVE-2023-36810,,>=0,1.27.9,2023-06-30T22:17:52Z,,2025-02-18T05:26:54.551457Z
pypdf2,pip,OSV Database,moderate,CVE-2022-24859,,>=0,1.27.5,2022-04-22T20:54:41Z,,2024-10-14T18:55:47.089530Z
pypdf2,pip,OSV Database,unknown,CVE-2022-24859,,>=0,1.27.5,2022-04-18T19:15:00Z,,2023-11-08T04:08:38.867416Z
azure-storage-queue,pip,OSV Database,moderate,CVE-2022-30187,,>=0,12.4.0,2022-07-13T00:00:39Z,,2024-05-23T17:16:02.952815Z
apache-airflow-providers-fab,pip,OSV Database,low,CVE-2024-42447,,>=1.2.0,1.2.2,2024-08-05T09:30:26Z,,2025-03-19T15:59:08.727408Z
apache-airflow-providers-fab,pip,OSV Database,low,CVE-2024-45033,,>=0,1.5.2,2025-01-08T09:30:38Z,,2025-01-08T16:27:30.234258Z
reportlab,pip,OSV Database,high,CVE-2023-33733,,>=0,3.6.13,2023-06-05T18:30:27Z,,2025-01-08T22:03:37.862924Z
reportlab,pip,OSV Database,high,CVE-2020-28463,,>=0,3.5.55,2021-03-29T16:32:27Z,,2024-10-26T19:20:54.520333Z
reportlab,pip,OSV Database,critical,CVE-2019-19450,,>=0,3.5.31,2023-09-20T15:30:51Z,,2024-04-28T06:46:00.915007Z
reportlab,pip,OSV Database,critical,CVE-2019-17626,,>=0,3.5.28,2022-05-24T22:00:57Z,,2024-10-26T22:51:54.343575Z
reportlab,pip,OSV Database,unknown,CVE-2019-17626,,>=0,3.5.28,2019-10-16T12:15:00Z,,2023-11-08T04:01:25.230567Z
reportlab,pip,OSV Database,unknown,CVE-2020-28463,,>=0,3.5.55,2021-02-18T16:15:00Z,,2023-11-08T04:03:27.381559Z
jsonpickle,pip,OSV Database,critical,CVE-2020-22083,,>=0,,2022-05-24T17:36:44Z,,2025-02-15T05:29:30.689245Z
jsonpickle,pip,OSV Database,unknown,CVE-2020-22083,,>=0,1.4.2,2020-12-17T16:15:00Z,,2024-02-01T21:13:46.387437Z
apache-airflow-providers-google,pip,OSV Database,critical,CVE-2023-25691,,>=0,8.10.0,2023-02-24T12:31:20Z,,2023-11-08T04:11:54.397623Z
apache-airflow-providers-google,pip,OSV Database,high,CVE-2023-25692,,>=0,8.10.0,2023-02-24T12:31:20Z,,2023-11-08T04:11:54.459145Z
python-docx,pip,OSV Database,high,CVE-2016-5851,,>=0,0.8.6,2022-05-13T01:06:10Z,,2024-10-25T21:25:18.720989Z
python-docx,pip,OSV Database,unknown,CVE-2016-5851,,>=0,0.8.6,2016-12-21T22:59:00Z,,2023-11-08T03:58:32.000630Z
apache-airflow-providers-mysql,pip,OSV Database,critical,CVE-2023-22884,,>=0,4.0.0,2023-01-21T15:30:18Z,,2025-03-31T17:06:52.233353Z
apache-airflow-providers-mysql,pip,OSV Database,moderate,CVE-2025-27018,,>=0,6.2.0,2025-03-19T09:30:27Z,,2025-03-25T20:28:38.682161Z
djangorestframework,pip,OSV Database,moderate,CVE-2020-25626,,>=0,3.11.2,2021-03-19T21:32:47Z,,2024-09-20T15:12:55.355320Z
djangorestframework,pip,OSV Database,low,CVE-2024-21520,,>=0,3.15.2,2024-06-26T06:30:29Z,,2024-12-31T15:45:59.307678Z
djangorestframework,pip,OSV Database,unknown,CVE-2020-25626,,>=0,3.11.2,2020-09-30T20:15:00Z,,2023-11-08T04:03:10.467693Z
markdownify,pip,OSV Database,low,CVE-2025-46656,,>=0,0.14.1,2025-04-27T00:30:34Z,,2025-04-28T15:27:12.172939Z
pdfminer-six,pip,OSV Database,high,,,>=0,20251107,2025-11-07T23:17:05Z,,2025-11-07T23:37:20.686683Z
pdfminer-six,pip,OSV Database,high,CVE-2025-64512,,>=0,20251107,2025-11-07T20:52:24Z,,2025-11-12T02:44:11.803638Z
onnx,pip,OSV Database,high,CVE-2024-5187,,>=0,1.16.2,2024-06-06T21:30:37Z,,2025-10-09T22:12:15.124706Z
onnx,pip,OSV Database,high,CVE-2022-25882,,>=0,1.13.0,2023-01-26T21:30:25Z,,2025-04-01T21:59:48.038629Z
onnx,pip,OSV Database,high,CVE-2024-7776,,>=0,1.17.0,2025-03-20T12:32:46Z,,2025-03-27T17:52:58.403634Z
onnx,pip,OSV Database,moderate,CVE-2024-27319,,>=0,1.16.0,2024-02-23T18:30:59Z,,2025-02-13T19:36:50.207694Z
onnx,pip,OSV Database,high,CVE-2024-27318,,>=0,1.16.0,2024-02-23T18:30:59Z,,2025-02-13T19:37:07.445217Z
onnx,pip,OSV Database,unknown,CVE-2022-25882,,>=0,1.13.0,2023-01-26T21:15:00Z,,2023-11-08T04:08:50.586068Z
pymdown-extensions,pip,OSV Database,high,CVE-2023-32309,,>=1.5,10.0,2023-05-15T20:50:23Z,,2025-02-21T05:42:27.925721Z
apache-airflow,pip,OSV Database,moderate,CVE-2024-31869,,>=2.7.0,2.9.0,2024-04-18T09:30:44Z,,2025-02-11T19:26:03.596405Z
apache-airflow,pip,OSV Database,high,CVE-2023-39508,,>=0,2.6.0b1,2023-08-05T09:30:16Z,,2025-02-13T19:36:00.885349Z
apache-airflow,pip,OSV Database,moderate,CVE-2025-62402,,>=3.0.0,3.1.1,2025-10-30T12:31:11Z,,2025-11-06T13:59:33.774698Z
apache-airflow,pip,OSV Database,high,CVE-2023-35908,,>=0,2.6.3,2023-07-12T12:31:36Z,,2025-02-13T05:32:00.873550Z
apache-airflow,pip,OSV Database,moderate,CVE-2023-42663,,>=0,2.7.2,2023-10-14T12:30:23Z,,2025-02-13T19:36:01.918585Z
apache-airflow,pip,OSV Database,high,CVE-2023-36543,,>=0,2.6.3,2023-07-12T12:31:36Z,,2024-11-24T05:26:59.188221Z
apache-airflow,pip,OSV Database,high,CVE-2022-41672,,>=0,2.4.1rc1,2022-10-07T18:16:01Z,,2024-09-11T18:41:14.507198Z
apache-airflow,pip,OSV Database,high,CVE-2022-24288,,>=0,2.2.4,2022-02-26T00:00:44Z,,2024-09-12T14:36:05.110826Z
apache-airflow,pip,OSV Database,moderate,CVE-2021-28359,,>=0 >=2.0.0a1,1.10.15,2021-06-18T18:43:42Z,,2024-09-12T14:22:26.071758Z
apache-airflow,pip,OSV Database,moderate,CVE-2022-40954,,>=0,2.3.0,2022-11-22T12:30:22Z,,2024-02-16T08:14:03.825201Z
apache-airflow,pip,OSV Database,moderate,CVE-2022-40754,,>=2.3.0,2.4.0rc1,2022-09-22T22:39:52Z,,2024-09-11T18:46:17.046387Z
apache-airflow,pip,OSV Database,moderate,CVE-2021-45230,,>=0,2.2.0,2022-01-28T21:55:34Z,,2024-09-03T21:46:24.700136Z
apache-airflow,pip,OSV Database,moderate,CVE-2020-13944,,>=0,1.10.12,2021-06-18T18:29:54Z,,2024-09-11T20:21:22.282588Z
apache-airflow,pip,OSV Database,moderate,CVE-2024-32077,,>=2.9.0,2.9.1,2024-05-14T18:31:00Z,,2025-02-13T19:13:49.068323Z
apache-airflow,pip,OSV Database,moderate,CVE-2023-50783,,>=0,2.8.0,2023-12-21T12:30:28Z,,2024-11-21T21:49:02.040667Z
apache-airflow,pip,OSV Database,high,CVE-2023-22888,,>=0,2.6.3,2023-07-12T12:31:36Z,,2024-11-24T05:27:03.564665Z
apache-airflow,pip,OSV Database,moderate,CVE-2023-39441,,>=0,2.7.0,2023-08-23T18:30:34Z,,2024-03-06T23:48:11.082260Z
apache-airflow,pip,OSV Database,critical,CVE-2022-38054,,>=2.2.4,2.3.4rc1,2022-09-03T00:00:25Z,,2024-09-11T20:20:37.031577Z
apache-airflow,pip,OSV Database,high,CVE-2022-40604,,>=2.3.0,2.4.0rc1,2022-09-22T22:40:27Z,,2024-09-11T18:46:30.185320Z
apache-airflow,pip,OSV Database,moderate,CVE-2021-45229,,>=0,2.2.4rc1,2022-02-26T00:00:45Z,,2024-09-12T19:50:33.042283Z
apache-airflow,pip,OSV Database,high,CVE-2023-46215,,>=1.10.0,2.7.0,2023-10-28T09:30:44Z,,2025-02-13T19:36:07.618738Z
apache-airflow,pip,OSV Database,high,CVE-2017-17835,,>=0,1.9.0,2019-01-25T16:19:14Z,,2024-09-11T20:22:21.532961Z
apache-airflow,pip,OSV Database,moderate,CVE-2023-49920,,>=2.7.0,2.8.0,2023-12-21T12:30:28Z,,2024-11-21T21:47:19.411982Z
apache-airflow,pip,OSV Database,high,CVE-2022-40127,,>=0,2.4.0,2022-11-14T12:00:15Z,,2025-05-01T13:37:00.376202Z
apache-airflow,pip,OSV Database,moderate,CVE-2020-17513,,>=0,1.10.13,2020-12-17T21:00:58Z,,2024-09-11T21:22:44.587021Z
apache-airflow,pip,OSV Database,moderate,CVE-2024-27906,,>=0,2.8.2,2024-02-29T12:31:06Z,,2025-05-06T18:32:16.273009Z
apache-airflow,pip,OSV Database,moderate,CVE-2024-26280,,>=0,2.8.2,2024-03-01T12:30:53Z,,2024-11-01T22:02:08.364959Z
apache-airflow,pip,OSV Database,high,CVE-2018-20245,,>=0,1.10.1,2019-01-25T16:19:19Z,,2024-09-04T21:01:29.984859Z
apache-airflow,pip,OSV Database,high,CVE-2020-17526,,>=0,1.10.14,2021-04-20T16:40:27Z,,2024-09-11T21:52:47.867917Z
apache-airflow,pip,OSV Database,critical,CVE-2022-38649,,>=0,2.3.0,2022-11-22T12:30:22Z,,2024-03-06T23:27:04.966171Z
apache-airflow,pip,OSV Database,moderate,CVE-2020-17515,,>=0 >=2.0.0b1,1.10.15rc1,2021-04-20T16:40:14Z,,2024-09-11T17:21:47.185593Z
apache-airflow,pip,OSV Database,moderate,CVE-2023-48291,,>=0,2.8.0,2023-12-21T12:30:27Z,,2024-11-21T21:48:40.820714Z
apache-airflow,pip,OSV Database,high,CVE-2017-15720,,>=0,1.9.0,2019-01-25T16:19:01Z,,2024-09-09T21:49:47.930328Z
apache-airflow,pip,OSV Database,moderate,CVE-2019-0216,,>=0,1.10.3,2019-04-12T20:42:25Z,,2024-09-11T21:37:18.868442Z
apache-airflow,pip,OSV Database,high,CVE-2024-45034,,>=0,2.10.1,2024-09-07T09:30:31Z,,2025-01-21T18:23:20.411002Z
apache-airflow,pip,OSV Database,critical,CVE-2020-11981,,>=0,1.10.11rc1,2020-07-27T16:57:33Z,,2024-09-11T21:24:12.839990Z
apache-airflow,pip,OSV Database,moderate,CVE-2018-20244,,>=0,1.10.2,2019-03-06T17:35:58Z,,2024-09-10T21:51:04.827402Z
apache-airflow,pip,OSV Database,critical,CVE-2020-11982,,>=0,1.10.11,2020-07-27T16:57:33Z,,2024-09-11T20:03:27.856861Z
apache-airflow,pip,OSV Database,critical,CVE-2017-17836,,>=0,1.9.0,2019-01-25T16:19:09Z,,2024-09-12T20:21:14.459409Z
apache-airflow,pip,OSV Database,moderate,CVE-2023-46288,,>=2.4.0,2.7.2,2023-10-23T21:30:58Z,,2025-02-13T19:35:34.251068Z
apache-airflow,pip,OSV Database,low,CVE-2024-25142,,>=0,2.9.2,2024-06-14T09:31:17Z,,2025-01-21T18:28:58.515117Z
apache-airflow,pip,OSV Database,high,CVE-2024-45498,,>=2.10.0,2.10.1,2024-09-07T09:30:31Z,,2025-06-04T21:30:11.040073Z
apache-airflow,pip,OSV Database,high,CVE-2023-50943,,>=0,2.8.1rc1,2024-01-24T15:30:30Z,,2025-02-13T20:19:36.279371Z
apache-airflow,pip,OSV Database,critical,CVE-2023-22884,,>=0,2.5.1,2023-01-21T15:30:18Z,,2025-03-31T17:06:52.233353Z
apache-airflow,pip,OSV Database,moderate,CVE-2024-29735,,>=2.8.2,2.8.4,2024-03-26T18:32:06Z,,2025-02-13T19:13:51.181130Z
apache-airflow,pip,OSV Database,moderate,CVE-2023-42780,,>=0,2.7.2,2023-10-14T12:30:23Z,,2024-09-03T21:45:49.702558Z
apache-airflow,pip,OSV Database,low,CVE-2020-17511,,>=0,1.10.13,2020-12-17T21:00:56Z,,2024-09-11T18:22:32.381173Z
apache-airflow,pip,OSV Database,moderate,CVE-2022-43985,,>=0,2.4.2rc1,2022-11-02T19:00:32Z,,2025-05-02T22:04:08.864867Z
apache-airflow,pip,OSV Database,high,CVE-2021-26559,,>=2.0.0,2.0.1rc1,2021-04-07T21:05:57Z,,2024-11-18T16:26:11Z
apache-airflow,pip,OSV Database,moderate,CVE-2021-26697,,>=2.0.0,2.0.1rc1,2021-06-18T18:30:11Z,,2024-09-12T20:10:22Z
apache-airflow,pip,OSV Database,moderate,CVE-2023-45348,,>=2.7.0,2.7.2,2023-10-14T12:30:23Z,,2024-03-07T00:04:44.588860Z
apache-airflow,pip,OSV Database,high,CVE-2022-27949,,>=0,2.3.1,2022-11-14T12:00:15Z,,2025-05-01T13:37:34.712114Z
apache-airflow,pip,OSV Database,high,CVE-2024-39877,,>=2.4.0,2.9.3,2024-07-17T09:30:49Z,,2025-01-21T18:20:58.523764Z
apache-airflow,pip,OSV Database,high,CVE-2023-22887,,>=0,2.6.3,2023-07-12T12:31:36Z,,2024-11-24T05:26:43.858452Z
apache-airflow,pip,OSV Database,moderate,CVE-2025-62503,,>=3.0.0,3.1.1,2025-10-30T12:31:11Z,,2025-11-06T13:59:57.638094Z
apache-airflow,pip,OSV Database,moderate,CVE-2024-28746,,>=2.8.0,2.8.3rc1,2024-03-14T09:31:05Z,,2024-12-06T05:38:53.740035Z
apache-airflow,pip,OSV Database,moderate,CVE-2022-43982,,>=0,2.4.2rc1,2022-11-02T19:00:33Z,,2025-05-02T22:03:35.214533Z
apache-airflow,pip,OSV Database,moderate,CVE-2023-25695,,>=0,2.5.2rc1,2023-03-15T12:30:19Z,,2025-02-13T16:55:03.234629Z
apache-airflow,pip,OSV Database,critical,CVE-2021-38540,,>=2.0.0,2.1.3,2022-05-24T19:14:00Z,,2024-09-11T20:02:06.795248Z
apache-airflow,pip,OSV Database,critical,CVE-2020-13927,,>=0,1.10.11,2021-04-30T17:34:13Z,,2025-10-22T19:42:35.160234Z
apache-airflow,pip,OSV Database,moderate,CVE-2023-47037,,>=0,2.7.3,2023-11-12T15:30:20Z,,2025-02-13T19:37:25.260368Z
apache-airflow,pip,OSV Database,moderate,CVE-2020-9485,,>=0,1.10.11,2020-07-27T16:57:34Z,,2024-09-11T21:23:51.099134Z
apache-airflow,pip,OSV Database,moderate,CVE-2023-42792,,>=0,2.7.2,2023-10-14T12:30:23Z,,2025-02-13T19:37:44.325294Z
apache-airflow,pip,OSV Database,moderate,CVE-2024-39863,,>=0,2.9.3,2024-07-17T09:30:48Z,,2025-01-21T18:22:09.111921Z
apache-airflow,pip,OSV Database,low,CVE-2024-50378,,>=0,2.10.3,2024-11-08T15:31:12Z,,2025-07-11T15:35:14.302666Z
apache-airflow,pip,OSV Database,critical,CVE-2023-25754,,>=0,2.6.0b1,2023-05-08T12:30:29Z,,2025-02-13T19:13:34.633843Z
apache-airflow,pip,OSV Database,moderate,CVE-2021-35936,,>=0,2.1.2,2021-08-30T16:25:57Z,,2024-09-11T20:03:47.229866Z
apache-airflow,pip,OSV Database,moderate,CVE-2023-51702,,>=2.3.0,2.6.1,2024-01-24T15:30:30Z,,2024-02-16T08:23:48.327726Z
apache-airflow,pip,OSV Database,high,CVE-2023-35005,,>=2.5.0,2.6.2rc1,2023-06-19T09:30:17Z,,2024-11-22T05:25:55.376204Z
apache-airflow,pip,OSV Database,high,CVE-2023-40712,,>=0,2.7.1,2023-09-12T19:25:08Z,,2024-11-22T05:22:49.048716Z
apache-airflow,pip,OSV Database,high,CVE-2023-40273,,>=0,2.7.0rc2,2023-08-23T18:30:34Z,,2024-09-11T20:20:57.913049Z
apache-airflow,pip,OSV Database,moderate,CVE-2023-47265,,>=2.6.0,2.8.0b1,2023-12-21T12:30:27Z,,2025-02-13T19:35:46.264905Z
apache-airflow,pip,OSV Database,moderate,CVE-2025-54831,,>=3.0.3,3.0.4,2025-09-26T09:31:11Z,,2025-11-05T20:52:38.850754Z
apache-airflow,pip,OSV Database,moderate,CVE-2020-11983,,>=0,1.10.11,2020-07-27T16:57:25Z,,2024-09-11T20:03:46.462279Z
apache-airflow,pip,OSV Database,moderate,CVE-2022-38170,,>=0,2.3.4,2022-09-03T00:00:25Z,,2024-09-11T20:22:02.346969Z
apache-airflow,pip,OSV Database,high,CVE-2023-42781,,>=0,2.7.3,2023-11-12T15:30:20Z,,2024-11-24T05:26:24.641635Z
apache-airflow,pip,OSV Database,moderate,CVE-2022-45402,,>=0,2.4.3,2022-11-15T12:00:15Z,,2025-04-30T20:38:45.453171Z
apache-airflow,pip,OSV Database,moderate,CVE-2019-12398,,>=0,1.10.5,2020-05-06T19:51:02Z,,2024-09-03T21:45:49.241056Z
apache-airflow,pip,OSV Database,critical,CVE-2022-40189,,>=0,2.3.0,2022-11-22T12:30:22Z,,2023-12-06T01:02:34.286902Z
apache-airflow,pip,OSV Database,moderate,CVE-2017-12614,,>=0,1.9.0,2022-05-14T02:57:27Z,,2024-09-10T22:05:38.648586Z
apache-airflow,pip,OSV Database,high,CVE-2020-11978,,>=0,1.10.11rc1,2020-07-27T16:57:33Z,,2025-10-22T19:19:13.120942Z
apache-airflow,pip,OSV Database,moderate,CVE-2025-54941,,>=3.0.0,3.0.5,2025-10-30T12:31:11Z,,2025-11-06T13:59:43.936843Z
apache-airflow,pip,OSV Database,moderate,CVE-2023-29247,,>=0,2.6.0,2023-05-08T12:30:28Z,,2024-09-12T14:23:45.353660Z
apache-airflow,pip,OSV Database,high,CVE-2023-50944,,>=0,2.8.1rc1,2024-01-24T15:30:30Z,,2025-02-13T19:45:17.067300Z
apache-airflow,pip,OSV Database,high,CVE-2019-0229,,>=0,1.10.3,2019-04-18T14:27:40Z,,2024-09-12T20:51:25.710242Z
apache-airflow,pip,OSV Database,moderate,CVE-2024-41937,,>=0,2.10.0,2024-08-21T18:31:27Z,,2025-03-21T04:33:53.349752Z
apache-airflow,pip,OSV Database,moderate,CVE-2023-40611,,>=0,2.7.1,2023-09-12T18:58:34Z,,2025-02-13T19:35:44.721761Z
apache-airflow,pip,OSV Database,high,CVE-2023-37379,,>=0,2.7.0b1,2023-08-23T18:30:34Z,,2025-02-13T19:33:23.566110Z
apache-airflow,pip,OSV Database,high,CVE-2022-46651,,>=0,2.6.3,2023-07-12T12:31:35Z,,2025-02-13T05:32:18.058278Z
apache-airflow,pip,OSV Database,unknown,CVE-2017-12614,,>=0,1.9.0,2018-08-06T13:29:00Z,,2024-02-23T21:13:13.853935Z
apache-airflow,pip,OSV Database,unknown,CVE-2018-20244,,>=0,1.10.2,2019-02-27T18:29:00Z,,2023-11-08T04:00:11.396743Z
apache-airflow,pip,OSV Database,unknown,CVE-2018-20245,,>=0,1.10.1,2019-01-23T17:29:00Z,,2023-11-08T04:00:11.459468Z
apache-airflow,pip,OSV Database,unknown,CVE-2017-15720,,>=0,1.9.0,2019-01-23T17:29:00Z,,2023-11-08T03:58:58.793337Z
apache-airflow,pip,OSV Database,unknown,CVE-2017-17835,,>=0,1.9.0,2019-01-23T17:29:00Z,,2023-11-08T03:59:14.830098Z
apache-airflow,pip,OSV Database,unknown,CVE-2017-17836,,>=0,1.9.0,2019-01-23T17:29:00Z,,2023-11-08T03:59:14.891101Z
apache-airflow,pip,OSV Database,unknown,CVE-2019-0216,,>=0,1.10.3b1,2019-04-10T20:29:00Z,,2023-11-08T04:00:31.662740Z
apache-airflow,pip,OSV Database,unknown,CVE-2019-0229,,>=0,1.10.3b1,2019-04-10T20:29:00Z,,2023-11-08T04:00:32.279532Z
apache-airflow,pip,OSV Database,unknown,CVE-2019-12417,,>=0,1.10.6rc1,2019-10-30T22:15:00Z,,2023-11-08T04:01:04.905541Z
apache-airflow,pip,OSV Database,unknown,CVE-2020-11978,,>=0,1.10.11rc1,2020-07-17T00:15:00Z,,2023-12-06T01:00:02.579339Z
apache-airflow,pip,OSV Database,unknown,CVE-2020-11981,,>=0,1.10.11rc1,2020-07-17T00:15:00Z,,2023-12-06T01:00:02.698332Z
apache-airflow,pip,OSV Database,unknown,CVE-2020-11982,,>=0,1.10.11rc1,2020-07-17T00:15:00Z,,2023-12-06T01:00:02.763597Z
apache-airflow,pip,OSV Database,unknown,CVE-2019-12398,,>=0,1.10.5,2020-01-14T17:15:00Z,,2023-11-08T04:01:03.930319Z
apache-airflow,pip,OSV Database,unknown,CVE-2020-11983,,>=0,1.10.11rc1,2020-07-17T00:15:00Z,,2023-12-06T01:00:02.824210Z
apache-airflow,pip,OSV Database,unknown,CVE-2020-13927,,>=0,1.10.11,2020-11-10T16:15:00Z,,2023-12-06T01:00:12.608061Z
apache-airflow,pip,OSV Database,unknown,CVE-2020-13944,,>=0,1.10.12,2020-09-17T14:15:00Z,,2023-12-06T01:00:12.969458Z
apache-airflow,pip,OSV Database,unknown,CVE-2020-17513,,>=0,1.10.13,2020-12-14T10:15:00Z,,2023-12-06T01:00:19.243518Z
apache-airflow,pip,OSV Database,unknown,CVE-2020-17515,,>=0,1.10.13,2020-12-11T14:15:00Z,,2023-12-06T01:00:19.302921Z
apache-airflow,pip,OSV Database,unknown,CVE-2020-17526,,>=0,1.10.14,2020-12-21T17:15:00Z,,2023-12-06T01:00:19.609016Z
apache-airflow,pip,OSV Database,unknown,CVE-2020-9485,,>=0,1.10.11rc1,2020-07-17T00:15:00Z,,2023-12-06T01:00:42.851900Z
apache-airflow,pip,OSV Database,unknown,CVE-2020-17511,,>=0,1.10.13,2020-12-14T10:15:00Z,,2023-12-06T01:00:19.182025Z
apache-airflow,pip,OSV Database,unknown,CVE-2021-35936,,>=0,2.1.2,2021-08-16T08:15:00Z,,2023-12-06T01:01:18.503302Z
apache-airflow,pip,OSV Database,unknown,CVE-2021-26559,,>=0,2.0.1,2021-02-17T15:15:00Z,,2023-12-06T01:00:58.424132Z
apache-airflow,pip,OSV Database,unknown,CVE-2021-26697,,>=0,2.0.1,2021-02-17T15:15:00Z,,2023-12-06T01:00:58.601690Z
apache-airflow,pip,OSV Database,unknown,CVE-2021-38540,,>=2.0.0,2.1.3,2021-09-09T15:15:00Z,,2023-12-06T01:01:25.686699Z
apache-airflow,pip,OSV Database,unknown,CVE-2021-28359,,>=1.8.1 >=2.0.0,1.10.15,2021-05-02T08:15:00Z,,2023-12-06T01:01:00.818677Z
apache-airflow,pip,OSV Database,unknown,CVE-2021-45230,,>=1.10.0 >=2.0.0,2.0.0b1,2022-01-20T11:15:00Z,,2023-12-06T01:01:43.208047Z
apache-airflow,pip,OSV Database,unknown,CVE-2022-38170,,>=0,2.3.4,2022-09-02T07:15:00Z,,2023-12-06T01:02:31.473415Z
apache-airflow,pip,OSV Database,unknown,CVE-2022-38054,,>=2.2.4,2.3.4rc1,2022-09-02T07:15:00Z,,2023-12-06T01:02:31.352930Z
apache-airflow,pip,OSV Database,unknown,CVE-2022-40604,,>=2.3.0,2.4.0b1,2022-09-21T08:15:00Z,,2023-12-06T01:02:34.763072Z
apache-airflow,pip,OSV Database,unknown,CVE-2022-40754,,>=2.3.0,2.4.0b1,2022-09-21T08:15:00Z,,2023-12-06T01:02:34.882178Z
apache-airflow,pip,OSV Database,unknown,CVE-2021-45229,,>=0,2.2.4rc1,2022-02-25T09:15:00Z,,2023-12-06T01:01:43.148675Z
apache-airflow,pip,OSV Database,unknown,CVE-2022-24288,,>=0,2.2.4,2022-02-25T09:15:00Z,,2023-12-06T01:02:03.729242Z
apache-airflow,pip,OSV Database,unknown,CVE-2022-43982,,>=0,2.4.2,2022-11-02T12:15:00Z,,2023-12-06T01:02:41.750012Z
apache-airflow,pip,OSV Database,unknown,CVE-2022-43985,,>=0,2.4.2,2022-11-02T12:15:00Z,,2023-12-06T01:02:41.810216Z
apache-airflow,pip,OSV Database,unknown,CVE-2022-27949,,>=0,2.3.1,2022-11-14T10:15:00Z,,2023-12-06T01:02:10.678982Z
apache-airflow,pip,OSV Database,unknown,CVE-2022-40127,,>=0,2.4.0,2022-11-14T10:15:00Z,,2023-12-06T01:02:34.156484Z
apache-airflow,pip,OSV Database,unknown,CVE-2022-41672,,>=0,2.4.2rc1,2022-10-07T07:15:00Z,,2023-12-06T01:02:36.737691Z
apache-airflow,pip,OSV Database,unknown,CVE-2022-45402,,>=0,2.4.3,2022-11-15T09:15:00Z,,2023-12-06T01:02:42.705779Z
apache-airflow,pip,OSV Database,unknown,CVE-2022-46651,,>=0,2.6.3,2023-07-12T10:15:00Z,,2023-12-06T01:02:43.431407Z
apache-airflow,pip,OSV Database,unknown,CVE-2023-22887,,>=0,2.6.3,2023-07-12T10:15:00Z,,2023-12-06T01:02:50.356595Z
apache-airflow,pip,OSV Database,unknown,CVE-2023-22888,,>=0,2.6.3,2023-07-12T10:15:00Z,,2023-12-06T01:02:50.419197Z
apache-airflow,pip,OSV Database,unknown,CVE-2023-36543,,>=0,2.6.3,2023-07-12T10:15:00Z,,2023-12-06T01:03:06.746929Z
apache-airflow,pip,OSV Database,unknown,CVE-2023-35908,,>=0,2.6.3,2023-07-12T10:15:00Z,,2023-12-06T01:03:05.293810Z
apache-airflow,pip,OSV Database,unknown,CVE-2023-39508,,>=0,2.6.0,2023-08-05T07:15:00Z,,2023-12-06T01:03:10.658172Z
apache-airflow,pip,OSV Database,unknown,CVE-2023-39553,,>=0,2.4.3,2023-08-11T08:15:00Z,,2023-11-08T04:13:15.006130Z
python-gnupg,pip,OSV Database,high,CVE-2019-6690,,>=0,0.4.4,2019-03-25T16:17:53Z,,2024-02-22T05:23:39.176453Z
python-gnupg,pip,OSV Database,high,CVE-2014-1928,,>=0.3.5,0.3.6,2018-11-06T23:13:02Z,,2024-10-25T20:46:24Z
python-gnupg,pip,OSV Database,high,CVE-2013-7323,,>=0,0.3.7,2018-11-06T23:14:22Z,,2025-04-14T22:12:22.682601Z
python-gnupg,pip,OSV Database,high,CVE-2014-1927,,>=0.3.5,0.3.6,2018-11-06T23:14:39Z,,2024-10-25T21:18:50Z
python-gnupg,pip,OSV Database,critical,CVE-2014-1929,,>=0.3.5,0.3.7,2018-11-06T23:12:48Z,,2024-10-25T21:23:41.396575Z
